SENTENCES,Golden
Fourth graders and eighth graders are tested in English and math.,0
I was just endorsed by ICE.,0
We're talking about some difference.,0
Senator Dole just said we had the worst economy in the century.,0
Was this really going to war as a last resort?,0
Ninety percent of the casualties are American.,1
"I want to work for universal free school because we know from all the studies that the youngsters learn, kids learn more in the first few years of life than any where else.",0
"Secondly, on the question of our position in the United Nations.",0
Costs will continue to spiral.,0
The grain sales have been a benefit to American agriculture.,0
"223,000 kids in Arizona have no health insurance at all.",1
And that means doing it under the Medicare program.,0
"We do have an obligation, but we can't be all things to all people.",0
"And the strains that have been placed on our alliances around the world and the respect that's been diminished over the last eight years has constrained us being able to act on something like the genocide in Darfur, because we don't have the resources or the allies to do everything that we should be doing.",1
That's what the election's about.,0
It had several tax increases phased in over a period of time -- there are two more yet to come between now and 1989.,1
That's what we ought to do at the federal level when it comes to grandfathered plants for utilities.,0
I -- I want to invest in research.,0
"We're living in a new world after the Cold War, and what works in this new world is not trickle down, not government for the benefit of the privileged few, not tax and spend, but a commitment to invest in American jobs and American education, controlling American health care costs, and bringing the American people together.",0
I favor that rather than massive federal spending programs which will come into effect usually long after you've passed through the recessionary period.,0
I think a great many of them have come out today.,0
"Well, I'd like to go back just one moment to the previous question, where uh - Mr. Ford, I think, confused the issue by trying to say that we are shipping Israel 40 percent of our aid.",0
I don't think I'd have to go against that pledge.,0
"He actually advocated for the actions we took in Libya and urged that Gadhafi be taken out, after actually doing some business with him one time.",1
"The fact is that in too many parts of our country, we still have discrimination.",0
"of a crime a serious criminal offense, and that person is prosecuted, then, in my opinion, we are going after the person who uses the gun for the wrong reason.",0
They get to choose -- and they'll have at least two plans that will be entirely at no cost to them.,0
"And, above all, I want a nation that's strong.",0
"Last year under Mr. Ford, of all the Food for Peace that went to South America, 85 percent went to the military dictatorship in Chile.",1
Seventy-five percent of the people live in the cities.,1
"I've worked on the food stamp program, proudly.",0
There's no -- and we have to do them all at once.,0
I want to be able to tell my grandson when I'm in my later years that I didn't turn away from the evidence that showed that we were doing some serious harm.,0
What I think troubles a lot of people in our country is that the president has just sort of described one kind of mistake.,0
We're working with Canada to hopefully -- that they'll produce a -- help us realize the vaccine necessary to make sure our citizens have got flu vaccinations during this upcoming season.,0
And I supported this bill.,1
And so what we did was take away those leases.,0
"If you want somebody who believes that we were better off eight years ago than we are now and that we ought to go back to the kind of policies that we had back then, emphasizing tax cuts mainly for the wealthy, here is your man.",0
"It hurts communities, because these are our first responders.",0
But she is raising everybody's taxes massively.,1
"And I've been out here for 13 months meeting in meetings just like this ever since October, with people like you all over America, people that have lost their jobs, lost their livelihood, lost their health insurance.",0
They're not left or right.,0
That's why my balanced budget plan will still invest and grow this economy.,0
"I don't know what the differences might be, because I don't know what Mr. Carter's policies are.",0
"More Americans at work today than at any time in the history of the country, and a greater percentage of the work force.",1
"Of course, I listen to our generals.",0
"And the reason he didn't is, he said -- he wrote in his book -- because there was no viable exit strategy.",1
"I have never heard a candidate for President, who is a Republican, quote a Republican president, but when they get in office, they try to govern like Republicans.",0
I think you ought to have at least one answer to it.,0
"Now, I think we ought to try to help families and see if it will do what I think -- make all schools better.",0
"If they can't get a loan, that means that they can't make payroll.",0
And that's why in this campaign I'm telling you exactly what I want to do.,0
"We could look also at other items which Senator Kennedy has named, but I will only conclude by saying this: in this whole matter of prestige, in the final analysis, its whether you stand for what's right.",0
Its not the amount of time you spend in Washington.,0
Senator Bentsen and I have a plan for the 1990Ãâ‚¬s and beyond.,0
"We passed an area redevelopment bill far more effective than the bill the Administration suggested, on two occasions, and the President vetoed it both times.",1
"These kinds of things uh - ought to be done, uh they ought to be encouraged and supported, and even required uh by the government, yes.",0
So I get the last question -- last answer --,0
"And, Candy, we haven't had a chance to talk about education much, but I think it is very important to understand that the reforms we've put in place, working with 46 governors around the country, are seeing schools that are some of the ones that are the toughest for kids starting to succeed.",0
"It's a question between trust and fear, and I would say, I think, Mr. President, about all you've got going in this campaign is fear.",0
"You know, when Senator Obama ended up his conversation with Joe the plumber -- we need to spread the wealth around.",0
But it's certainly not a nice thing that she's done.,0
"The federal government taking over health care for the entire nation and whisking aside the 10th Amendment, which gives states the rights for these kinds of things, is not the course for America to have a stronger, more vibrant economy.",1
"When I made my decision to stop all trade with Iran as a result of the taking of our hostages, I announced then, and have consistently maintained since then, that if the hostages are released safely, we would make delivery on those items which Iran owns - which they have bought and paid for - also, that the frozen Iranian assets would be released.",1
"Ninety-eight percent of America, I'm giving you a tax cut and I'm giving you health care.",1
"Well, I -- I do think...",0
You're judged by the whole record.,0
"Hillary, you have no idea.",0
What's wrong with limiting the terms of members of Congress to 12?,0
"But, look, Cindy and I are adoptive parents.",0
"And since that day, our nation has been on a multi-pronged strategy to keep our country safer.",1
"And let's -- you know, let's be clear about what he is saying and what that means.",0
"And that's why we're doing what he suggested we do: Get the Brits, the Germans and the French to go make it very clear to the Iranians that if they expect to be a party to the world to give up their nuclear ambitions.",0
And I don't think we've got all the facts before we make decisions.,0
"I think we should stiffen the embargo on the Belgrade government, and I think we have to consider whether or not we should lift the arms embargo now on the Bosnians, since they are in no way in a fair fight with a heavily armed opponent bent on ethnic cleansing.",1
"Because when you measure you can ask the question, do they know?",0
It doesn't mean that you invite them over for tea one day.,0
"Well, here again, uh - the Panamanian question is one that's been confused by Mr. Ford.",0
Mr. Ford has vetoed four times as many bills as Mr. Nixon - per year.,1
Because part of Russia's intentions here was to weaken the economy to the point where President Saakashvili was so weakened that he might be replaced by somebody that Putin favored more.,1
I think that militarily we are as strong as any nation on earth.,0
I have a better plan for homeland security.,0
And I'm a big fan of NATO.,0
So there are differences but that's about the main area where I think we have a difference.,0
"And finally, I do believe in tax relief.",0
The Soviet Union is no more and we're working with a democratic country.,1
"Stand in the South Bronx as I did, in the spot where Jimmy Carter made his promise that he was going to, with multi-billion dollar programs, refurbish that area that looks like bombed-out London in World War II.",1
Senator Obama suspended those requests for pork-barrel projects after he was running for president of the United States.,1
So these are the differences.,0
"But the military -- let's get back to the military, though.",0
I think it needs to be moved out of the budget and protected.,0
"We see in -- in Libya, an attack apparently by, I think we know now, by terrorists of some kind against -- against our people there, four people dead.",1
Let me give you one example.,0
"It will not be a re-ignition of the Cold War, but Russia is a challenge.",0
Now under my plan we'll balance the budget every year.,0
"The real mistake was the ""read my lips"" promise in the first place.",0
The whole world has had economic problems.,0
"But I do think that you need to make an appeal every time you can to eliminate racial divisions and discrimination, and I'll keep on doing that and pointing to some legislative accomplishment to back it up.",0
"It's being fought primarily in Asia, in Africa, and in Latin America.",1
I've learned not to do that.,0
But it's also put an enormous strain on our budget.,1
We need to be stronger on terrorism.,0
"But they didn't have much of a partner in government here as compared with the policies the Germans and the Japanese followed, and I believe we can do better.",0
They've always had stakes in it.,0
There are companies that wanted to petition the administration.,0
"They will be my first priority, not my election year concern.",0
It may come as a shock for somebody who has been in Washington for so long.,0
I think we have an obligation to spend that kind of money.,0
We're going to do it by having the wealthy pay their fair share and close the corporate loopholes.,0
He's said that it's been a policy that has led to defeat and retreat.,1
This doesn't mean that the people aren't going to be paying the bill.,0
And -- and that is part of what's at stake in this election.,0
"Go back and take a look at those commercials, a race where you lost fair and square, unlike the Bernie Sanders race, where you won, but not fair and square, in my opinion.",0
"I think when you make that decision, it might be well if you would ask yourself, are you better off than you were four years ago?",0
"So, I would think that this would be the point of enforcement on this.",0
"And the way I pay for it -- I'm not fiscally irresponsible -- is I roll back the tax cut this president so fiercely wants to defend, the one for him and me and Charlie.",1
You look at what China is doing to our country in terms of making our product.,0
"But when I look at what you have proposed, you have what is called now the Trump loophole, because it would so advantage you and the business you do.",1
We've got communities in this country increasingly where our own kids can't afford to live in the communities that they grew up in.,0
That's the kind of exaggeration I was just talking about.,0
Five million people have lost their health insurance under this president.,1
It's not improving our health care system.,0
"But as well, we need to continue to pursue adult stem-cell research.",0
She gave us ISIS as sure as you are sitting there.,0
This is the private market.,0
"To do what the Congress and Governor Clinton is suggesting, you'd isolate and ruin Hong Kong.",0
And that's why I've supported building up our capacity.,0
"And we've just got to make sure, before somebody thinks they're buying a product, that it works.",0
My grandfather died a while back.,0
"I think we can do that in a way that represents what America is all about, which is equal opportunity and an opportunity for people to realize their potential.",0
And not about personal things.,0
"And, in fact, his cavalier attitude about nuclear weapons is so deeply troubling.",0
And quite often this has been in the very poor people and neighborhoods in the downtown urban centers.,0
They didn't go over to coddle.,0
I vetoed it when they shut the government down.,0
"He said, ""It's not what he doesn't know that bothers me; it's what he knows for sure that just ain't so.''",0
I make sure that we have a health care system that allows for everyone to have basic coverage.,0
Give me a chance to create these kind of jobs in America.,0
Governor Romney says he wasn't referring to Arizona as a model for the nation.,0
Senator Obama says that it has to be safe or disposable or something like that.,0
"And we're still losing a lot of auto jobs, in my judgment, because we don't have a national economic strategy that will build the industrial base of this country.",0
And my opponent has got a plan of retreat and defeat in Iraq.,0
"First of all, I agree, and a lot of people even within my own party want to give certain rights to people on watch lists and no- fly lists.",0
"It doesn't accommodate the expenditures that he calls for, for accelerated development and deployment of a new manned strategic bomber, for a permanent fleet in the Indian Ocean, for the restoration of the fleet to 600 ships, to the development and deployment of a dedicated modern aircraft interceptor.",1
But I hope we can talk about what we're going to do in the future.,0
"Is it true that this Administration, as Senator Kennedy has charged, has been an Administration of retreat, of defeat, of stagnation?",0
Because they could go back worse than things used to be.,0
And this area on the border has not been governed since the days of Alexander the Great.,1
"And my success in the primary season was, I think, notable for a newcomer, from someone who's from outside Washington, who - who never has been a part of the Washington establishment.",0
"And I'll tell you what: We're in very serious trouble, because we have a country with tremendous numbers of nuclear warheads -- 1,800, by the way -- where they expanded and we didn't, 1,800 nuclear warheads.",1
The auto industry has come roaring back.,0
Family medical leave has let 12 million families take a little time off for the birth of a child or a family illness without losing their job.,1
I'm a year ahead of schedule.,1
"Medicare is for seniors, who many of them are on fixed income, to lift them out of poverty.",1
"The fact of the matter is that employers who today are insuring their employees are paying the freight, because they're paying for those who aren't.",0
That's what we did in Haiti.,0
"In each case, I alone have had to determine the interests of my country and the degree of involvement of my country.",0
"We could allow our troops to just be on the defensive and absorb those blows again and again and again, if Pakistan is unwilling to cooperate, or we have to start making some decisions.",0
It took me about three years to completely reorganize the Georgia government.,1
And they'll have to undergo the same scrutiny that all projects should in competition with others.,0
"And at his pace, it will take 13 years to secure those weapons in Russia.",0
The bill introduced and erd- sponsored by Senator Douglas was far more effective in trying to stimulate the economy of those areas.,1
But we are going to have to have some leadership from Washington that not only sets out much better regulations for the financial system.,0
"And you know, Senator McCain, I think the ""Straight Talk Express"" lost a wheel on that one.",0
But the reason for that is obvious.,0
"Also in 1975, we almost brought Israel to their knees after the uh - Yom Kippur War by the so-called reassessment of our relationship to Israel.",1
"Our allies know, -- they're not certain what we're going to do, what our reaction, what our response is going to be.",0
You keep your own doctor.,1
"Well, you establish respect for differences.",0
No insult ever cleaned up a toxic waste dump or helped an elderly person.,0
So that's not where we ought to go.,0
"As a matter of fact, the tools now given to the terrorist fighters are the same tools that we've been using against drug dealers and white-collar criminals.",1
Uh - this would - would help a great deal.,0
I understand what it's like to send young American's in harm's way.,0
I went for one tax increase and when I make a mistake I admit it.,1
He choked and then got into a Twitter war because the Mexican president said we're not paying for that wall.,1
"And I'm, you know -- there would be special rights for different groups in America.",0
"And so you've got higher administrative costs, plus profit on top of that.",0
I'd like to start by telling you what my vision is.,0
"And a lot of this is because of Hillary Clinton, because what's happened is, by fighting Assad, who turned out to be a lot tougher than she thought, and now she's going to say, oh, he loves Assad, she's -- he's just much tougher and much smarter than her and Obama.",1
And not go to things that sound good that really did not have the kind of impact that we would want.,0
And I have budgeted for that.,0
I think that attitude and that point of view is dangerous.,0
Am I trying to indicate that we have no problems in Africa or Latin America or Asia?,0
"so I think we will wait, see what they present, take a look at it.",0
They're not going to follow somebody who says this is the wrong war at the wrong place at the wrong time.,0
It is the single greatest threat that this country has.,0
"Then he said, ""I am a card-carrying member of the ACLU.""",0
"Thi- Certainly we have been speaking, I know, of whether we should have retreat or defeat.",0
Nobody did any of this with evil intent.,0
I was opposing one piece of legislation versus another.,1
"A good place to start is to say no managed care provider can gag a doctor and kick the doctor out of the managed care plan for the doctor, telling the patient, you need a more expensive test, you need a more expensive procedure, your health requires it.",0
"And the American worker is the most productive, the most innovative.",0
We will have the lower rate of inflation for the uh - calendar year this year - something slightly under 6 percent.,0
I want to keep their taxes down on small business.,0
Most small businesses -- 70 percent of the new jobs in America are created by small businesses.,1
"And I do believe that we didn't gain a great deal in the Mideast by bringing three of the four leaders, one refused to come, to Washington D.C.",1
"So to stand here and after eight years and say that you're going to lead on controlling spending and, you know, balancing our tax cuts so that they help middle class families when over the last eight years that hasn't happened I think just is, you know, kind of hard to swallow.",1
"Mr. Ford, so far as I know, except for avoiding another Watergate, has not accomplished one single major program for this country.",1
I'll bring them home with victory and with honor and that is a fundamental difference.,0
It was a smart thing to do.,0
"Under the president's policies, middle-income Americans have been buried.",0
I have a deep religious faith.,0
"And as a result, our nation paid a price.",0
"And when people vote, I think you're going to see a very strong verdict by the American people that they favor the approach that I'm talking about.",0
I was responsible for the amendment with Senator Monroney in 1954 to strengthen our ground forces.,1
"Senator McCain, this is the guy who sang, ""Bomb, bomb, bomb Iran,"" who called for the annihilation of North Korea.",0
"I think that the president has to be prepared to use the power of the nation when our vital interests are threatened, when our treaty commitments are at stake, when we know that something has to be done that is in the national interest, and that is a part of being president.",0
"So that's how I feel about it, and I think if we had the right kind of campaign reform, we'd get the changes you want.",0
And Iraq is not even the center of the focus of the war on terror.,0
"Number 3, if the people really have a mind to change, they can.",0
"I see a young man that was elected to the Senate twice, to the House of Representatives twice.",0
But understand that there's a lot of cruelty around the world.,0
"They didn't have the weapons, they didn't have the tanks.",1
Every year Congress and the president sign laws that make us do more things and gives us less money to do it with.,1
And housing has begun to rise.,1
I want you to be able to get a job.,0
Who would have 1200 airplanes worth 2 billion a year just to fly around in?,0
And that's why early in my administration I called the attorney general and the U. S. attorneys and said: Put together a task force all around the country to prosecute those who commit crimes with guns.,1
It's important that we do that.,0
Whereas I have proposed we ought to take.,0
"I've negotiated at Vladivostok with uh - Mr. Brezhnev a limitation on the MIRVing of their ballistic missiles at a figure of thirteen-twenty, which is the first time that any president has achieved a cap either on launchers or on MIRVs.",1
We need to shift very strongly toward solar energy and have strict conservation measures.,0
"I also presented to the Congress and they adopted a large package of quality-of-life improvements, which are very important.",1
I think we ought to have character education in our schools.,0
Let's give low income parents the same right that people of power and prestige have in America and let them go to better schools.,0
"In addition to that, I believe we have a crisis here at home, a crisis of the middle class that is increasingly squeezed, health-care costs going up.",1
But we also have to develop clean energy technologies that will allow us to cut our exports in half by 2020.,0
I want to make sure the education system fulfills its hope and promise.,0
He says he's for voluntary testing.,0
We know that he promised America that he was going to build this coalition.,1
They're much better protected today than they were when I was the governor of Texas.,1
"I think any time we end with one of these attacks, it's appropriate to respond.",0
I think one of the problems today with the cities is Federal aid.,0
But we need much more than wind and solar.,0
Why do I take it now?,0
And we have to have a president who can reach across the aisle and fashion important legislation with the input from both parties.,0
"Out in the west, yeah.",0
So my argument is not with Ross Perot; it is more with Governor Clinton.,0
Is India going to win the economic struggle or is China going to win it?,0
"Saddam Hussein was a risk to our country, ma'am.",0
"Gonna have to take a look at all the managed care going on in California, or we're going to end up losing our best care that we have in the world.",0
It's not going to cost the government money.,0
I think we should have an educational system second to none.,0
"That we must, in the failure to be able to protect our national security as it is today, we must not be provocative to any possible adversary.",0
So what should we do?,0
"If I ever decided to impose an embargo because of a crisis in international relationships, it would include all shipments of all equipment.",0
Obviously small business people want to give their employees health insurance.,0
"So that's just another one of those little fruit-loopy things they make up to try to, instead of facing issues, to try to redefine a person that's running against them.",0
The consequences of defeat would have been increased Iranian influence.,0
Secretary of Defense Robert Gates himself acknowledges the war on terrorism started in Afghanistan and it needs to end there.,1
"Our relationship with Israel, my relationship with the prime minister of Israel is such that we would not get a call saying our bombers are on the way, or their fighters are on the way.",0
We could have done that in Medicare.,0
"We went over, we got them out, we brought them back home.",1
"I mean, can you imagine, we're defending Saudi Arabia?",0
I just couldn't let it stand.,0
"When my husband was president, we went from a $300 billion deficit to a $200 billion surplus and we were actually on the path to eliminating the national debt.",1
"We've got a good, common-sense policy.",0
That wasn't going to work.,0
"You have to judge us, who can shoulder the immense, awesome responsibilities of the presidency, who can put into action the plans that will make your life better.",0
"In the last four months alone, five hundred thousand Americans have gone on the unemployment roll.",1
"They have not only 15,000 nuclear warheads, but they've got enough to make another 40,000, and some of those loose nukes could fall into the hands of Al Qaida.",1
I can't tell you how lucky I am.,0
"You say, how can I get Congress to do that?",0
And I want us to do more to support people who are struggling to balance family and work.,0
But I think marriage is a sacred institution.,0
"Well, his rhetoric doesn't match his record.",1
I think it's very important that our cities know that they have a partner in the federal government.,0
All these things take a few minutes.,0
"I said that the E-Verify portion of the Arizona law, which is -- which is the portion of the law which says that employers could be able to determine whether someone is here illegally or not illegally, that that was a model for the nation.",0
"And sadly, she doesn't have that.",0
It hasn't been undone since I was there.,0
"And this president, I regret to say, has secured less nuclear material in the last two years since 9/11 than we did in the two years preceding 9/11.",1
We've got to continue everything we can at the federal and the local level.,0
"Yes, my rebuttal, once again, is that this invention that has just been created here of how I would go about rolling over for the Soviet Union -- no, Mr. Mondale, my idea would be with that defensive weapon that we would sit down with them and then say, ""Now, are you willing to join us?",0
It's because it's about time that this country had somebody running it that has an idea about money.,0
"If you're from Washington, you want to pick and choose winners.",0
"In the first place, never go back to that Democratic grain embargo, that liberal Democrat grain embargo that knocked the markets right out from under us and made Mr. Gorbachev say to me when I was here, how do I know you're reliable suppliers?",1
But I'm most concerned about the whole problem of the spread of atomic weapons.,0
And so I've told him my opinion.,0
The final point is that we can use this money that we save on these weapons to spend on things that we really need.,0
I want the government to pinch pennies for a change instead of the American families.,0
"Whenever you do that, inevitably the dictator is encouraged to try it again.",0
Now here is the difference.,0
"And I will tell you: No, I have not.",0
"Now, as far as my position then is concerned, it is exactly opposite to the Senator's.",0
Our values must be at stake.,0
So I would say our prestige is not so high.,0
Maybe he'll tell us where he stand on it tonight.,0
Not until again in 1996 -- I don't want anybody to smoke.,0
But let me just tell you.,0
"I believe we can, for all intents and purposes, eliminate our dependence on Middle Eastern oil and Venezuelan oil.",0
It is not the kind of coalition we were described when we were talking about voting for this.,0
"One of the great giveaways of all time, of all time, including $400 million in cash.",1
"Well, I've been through this before, Mr. Gannon, as the governor of Georgia.",0
"Lester, I think implicit bias is a problem for everyone, not just police.",0
"But every economist - liberal, conservative that I'm familiar with - recognizes that in the fourth quarter of this year and in the fifth quar- uh - the first quarter of next year that we'll have an increase in real GNP.",0
"These are the-my answer is do not make these unilateral cuts, and everybody now realizes that peace through strength works, and so this is where I have a big difference.",0
"And I say that not as the Democratic standard-bearer, but as a citizen of the United States who is concerned about the United States.",0
"Well, let me say I do think that parties are important in that they tell something about the program and something about the man.",0
"We have uh - in this last uh two years alone a hundred and twenty billion dollars total deficits under President Ford and uh - at the same time we've had, in the last eight years, a doubling in the number of bankruptcies for small business: we've had a negative growth in our - in our national economy measured in real dollars.",1
"Jim, I hope that we can come back to the subject of education because the governor made an extensive statement on it and I have a very different view than the one he expressed.",0
"And as the percentage of the population is increasing nationally, somehow the allegation that we don't care and we're going to give money for this interest or that interest and not for children in the State of Texas is totally absurd.",1
We have to have our people at work.,0
"But, as Senator Kennedy said in January of this year in this same press conference, the way that you get higher salaries for teachers is to support school construction, which means that all of the local school districts in the various states then have money which is freed to raise the standards for teachers' salaries.",1
"And so I say that we believe that our policies of military strength, of economic strength, of diplomatic firmness first will keep the peace and keep it without surrender.",0
"And we can do it again, if we take politics out of it.",0
You can keep your choice of doctor.,0
"But when it comes to our national security, I mean what I say.",0
"I want to address my remarks to the young people of America, because they're the ones that are going to spend most of their life in the 21st Century.",0
"I think you're right that the polls show that the majority of Hispanics want that bill, so I'm not doing it for political reasons.",1
I believe those negotiations should continue.,0
I support a woman's right to choose.,0
He said we cut Pell Grants.,0
And you look at a who's who in these campaigns around the 2 candidates.,0
Well I would first say he should have been tackling it for the last seven years.,0
So there's a -- this is a society that -- of ours that's got to do a better job of teaching children right from wrong.,0
"We live in a global economy, not a national economy.",0
"But, of course, if you're a small business or a mom-and-pop business or a big business starting up here, you've got to pay even the reduced rate that Governor Romney's talking about.",1
"I'm not satisfied when many of our teachers are inadequately paid, or when our children go to school part-time shifts.",0
"Over the next four years, we'll continue to rally the armies of compassion, to help heal the hurt that exists in some of our country's neighborhoods.",0
"But Fannie and Freddie were the catalysts, the match that started this forest fire.",0
That's what President Clinton did.,0
You took General Motors bankrupt.,1
There are fewer parents of school-age children as a percentage of the voting population and there is the largest generation of students ever.,1
I happened to favor the other piece of legislation and thought that it would be better for the senior citizens and provide better care than the one that was finally passed.,0
Our military is meant to fight and win war.,0
"And then, Helen, I really believe where people are going to ask this question about trust, because I do think there's a pattern by Governor Clinton of saying one thing to please one group, and then trying to please another group.",1
"And so the best indication about when we can bring our troops home -- which I really want to do, but I don't want to do so for the sake of bringing them home; I want to do so because we've achieved an objective -- is to see the Iraqis perform and to see the Iraqis step up and take responsibility.",0
That is the true way I feel.,0
So that is not the way our democracy works.,0
I will pay down the national debt.,0
But we have no leadership.,0
Well just let me point this out; he voted for the resolution in 1955 which gave the president the power to use the forces of the United States to defend Formosa and the offshore islands.,1
"We supported a a crime bill that had 60 death penalties including, including the death penalty for drug kingpins.",1
That's the choice you'll have is having your employer no longer provide you health care.,0
"And I think that's the smartest way to grow the economy, to make the economy fairer.",0
"Bob, let me just respond.",0
And I believe strongly that we should have nominees to the United States Supreme Court based on their qualifications rather than any litmus test.,0
"Where, then, do we disagree?",0
"And by that I want to have child care where the families, the parents, have control.",0
"In fact, some T-shirts that are very...",0
"Well, Mr. uh - Nelson, uh - I testified before two committees, House and Senate, on precisely the questions that you have asked.",0
I've said that eight years ago they campaigned on prescription drugs for seniors.,0
"I can tell you that if you were to elect President Obama, you know what you're going to get.",0
"I said I'd end the war in Libya -- in -- in Iraq, and I did.",1
"That's just flat wrong, and that's not what America is all about.",0
I thought the president made the right decision in joining NATO and bombing Serbia.,0
But we aren't going to move America forward and we aren't going to be able to lead the world to win this struggle for freedom if we have a permanent inferiority complex about American achievements.,0
"But with regard to abortion, and I have a feeling that this is -- there's been some reference without naming it here in the remarks of Mr. Mondale tied to injecting religion into government.",0
I wanted to make it more effective and efficient.,0
You can't be on one hand this way and one hand another.,0
"Instead, it's gone up by that amount.",1
I do not say that.,0
I love the people here.,0
"I have been a governor of a big state, I have made education my number one priority.",0
"That means not only military strength and our values, it also means keeping our economy strong.",0
"And I've gotten good people, like former Secretary of the Treasury Bob Rubin, for instance, who showed how to balance budgets and give you a good economy, to help me crunch these numbers and make them work.",1
"There may be some other statute that was already on the books, but certainly the advocates of the hate crimes law felt that a tough new law was needed.",0
"It's gone up by $2,500 a year.",1
I'll make sure we can reform Medicare and Social Security to preserve them for coming -- coming generations.,0
What we need to do is make certain we try to return people to work.,0
"The proliferation of weapons of mass destruction, organized crime, and we have worked hard to expand America's economic presence around the world with the biggest increase in trade with the largest new number of trade agreements in history And that's one of the reasons America is number one in auto production again.",1
To extend it to all the world because the Communist aim is not to hold their own but to extend Communism.,0
I strongly support new investments in clean coal technology.,0
You know what she should have done?,0
"So, what -- what we need to do with respect to the Middle East is strong, steady leadership, not wrong and reckless leadership that is all over the map.",0
"For 40 years, everyone running for president has released their tax returns.",1
And we've had many successful Muslims.,0
These things can be done if we have the right vision and the right restraint and the right leadership.,0
"I think from the very beginning, one of the challenges we've had with Iran is that they have looked at this administration, and felt that the administration was not as strong as it needed to be.",0
"A year ago he said, ""I was right then.",0
"But it's now time for the next stage of welfare reform, and include fathers and not only mothers.",0
"That's why I'm a big proponent of clean coal technology, to make sure we can use coal but in a clean way.",0
I am against- an across-the-board pardon of draft evaders or military deserters.,0
But let's take an example that we know is going to make a difference in the 21st century and that's our education policy.,0
I feel strongly about it because I don't want it to come out of my time.,0
I know a lot about that.,0
"And I need -- we need to have education and training programs for displaced workers that work, going to our community colleges.",0
That's how much I care about it.,0
"We just have a different view about what's best for growing the economy, how we make investments that will actually produce jobs and rising incomes.",0
"But the important thing is, if we suffer defeat in Iraq, which General Petraeus predicts we will, if we adopted Senator Obama's set date for withdrawal, then that will have a calamitous effect in Afghanistan and American national security interests in the region.",1
"No, we need a chief executive who is prepared to lead; who won't blame the Congress; who will lead to bring down that deficit, who will make tough choices on spending",0
Amnesty means that - that you uh - that what you did was right.,0
I thought it was a bad decision.,0
So I consider that a compliment.,0
We have to be bold.,0
"Number one, I want to build manufacturing jobs in this country again.",0
"But we went from 2,200 to 500.",1
We're going to make America safe again.,0
"What we can't do, I think, is try to characterize each other as bad people.",0
You've got to have the best intelligence in the world.,0
I vowed to the American people after that fateful day of September the 11th that we would not rest nor tire until we're safe.,0
They now hold a trillion dollars' worth of our debt.,1
"I want to see market economies spring up all around the world and to the degree they do, we are succeeding.",0
"Today you've got problems in Europe, still bubbling along even though Europe's gone democracy's route.",0
