SENTENCES,Golden
It's to make sure that everybody pays taxes on the income that they earn and make sure that you take whatever savings there is from the higher income levels and give it to the lower- and middle-income families.,0
"And, yet, after sitting through meeting after meeting, he endorsed that decision, endorsed the sale of arms to the Ayatollah in exchange for hostages, one of the most tragic, one of the most mistaken foreign policy decisions we've ever made in this country and I dare say encouraged others to take hostages as we now know.",1
But she's lied about a lot of things.,1
So I want to keep the quality of health care.,0
In the Senate we passed the right of Americans to import drugs from Canada.,1
I'm a father of sons; I have a grandson.,0
We were there for the better part of a year.,0
It's as good as any private school in the country.,0
But he wasn't in the Senate with Senator Feingold.,1
I think -- in the last few years I think have been unfortunate.,0
That's the kind of mindset that says sanctions were working.,0
They know the Democratic party won't do it.,0
"And in those two cases, I would favor them.",0
"He said, you used to have fights with me, because Sean was in favor of the war.",1
"Middle- income Americans have seen their income come down by $4,300.",1
What I cared about is could we work together.,0
It will probably have to be done by a commission.,0
And I'll be a president that will turn our inner cities around and will give strength to people and will give economics to people and will bring jobs back.,0
The when I can't tell you.,0
And I try not to.,0
"And when we are strong and when we are first, then freedom gains; then the prospects for peace increase; then the prospects for our society gain.",0
And I ask you for the privilege of leading our nation to be stronger at home and respected again in the world.,0
"With all due respect to President Ford, I think he ought to be ashamed of mentioning that statement, because we have the highest unemployment rate now than we had at any time between the Great Depression caused by Herbert Hoover and the time President Ford took office.",1
"We have five treaties with Latin America, including the one setting up the Organization of American States in Bogota in 1948, in which we have agreed not to intervene in the internal affairs of any other American country - and they as well have agreed to do likewise.",1
"I do think that he inappropriately drew a comparison between what was happening there and what had happened during the civil rights movement, and we immediately put out a statement saying that we don't think that comparison is appropriate.",0
"And, very simply, in the inner city, they're starved -- you see, small business is the way to jump start the inner city, not --",0
"You see that, their small car division leaving.",1
That is my commitment to you.,0
And let me step back and tell you what I would like to do with our immigration policy broadly and include an answer to your question.,0
We don't know what the future's going to bring.,0
That's because we believe in investing in education and in jobs.,0
"Number two, we're going to increase our trade.",0
Are you for it without quotas?,0
"If you have a heart problem, you don't wait till a heart attack to address it.",0
When I'm President of the United States we're going to have a governors' council and we're going to work directly with the governors to get power back to the people and back to the states.,0
"It empowers people, it trusts people, it makes -- and it's a practical way to encourage people to purchase health care insurance.",0
"And the consequence is that federal portion or federal money will go to the parent, so the parent can go to a tutoring program or another public school or another private school.",1
"Now all you got that tax cut, congratulations.",0
"And believe me, you were the ones that took out the troops.",1
But I'll never fail to protect the United States of America.,0
...because the private sector's not going to invest in a...,0
What explains this administration cozying up to the Argentine dictators after they took over?,0
Let's talk about housing which the question was.,0
It made a lot of sense.,0
"And I cannot let that stand, because it isn't true.",0
I think we all do.,0
One of the best in advancing all kinds of benefits for children to grow up healthy and strong.,1
"And when it comes to our economy here at home, I know what it takes to create 12 million new jobs and rising take-home pay.",0
"And, in fact, afterwards, Congressman Lewis put out a similar statement, saying that he had probably gone over the line.",1
Our hearts and -- and minds go out to them.,0
"Every time the United States has been an one side and they've been on the other side, our position has been sustained.",1
"I want to double the dividend from $3,500 to $7,000 for every dependent child in America.",0
"When it comes to making college affordable, whether it's two-year or four-year, one of the things that I did as president was we were sending $60 billion to banks and lenders as middlemen for the student loan program, even though the loans were guaranteed.",1
"I take that very seriously, because I do think it's one of the issues we've got to come to grips with.",0
"And if they can't do it, if the Congress can't do it, let them then have to do it across the board.",0
"No, Morton, I don't agree to all of those things.",0
"That's what he's done when it comes to, for example, passing the landmark 1994 crime bill, the Violence Against Women's Act.",1
With decent and affordable healthcare for all working families.,0
"And if I'm elected president, I will do something about that.",0
We must have a great goal.,0
"Let me remind you it was a Democratic tax increase, and I didn't want to do it and I went along with it.",1
"See, for 45 years we were preoccupied with the Red Army.",1
But that's not what you've done in the last four years.,0
And I said I make a mistake.,0
"You were going to put him in a higher tax bracket which was going to increase his taxes, which was going to cause him not to be able to employ people, which Joe was trying to realize the American dream.",0
"Look, we are in a situation in our country where if we were to start all over again, we might come up with a different system.",0
That was more than we had offered to all of Africa before from the federal government.,1
"And on that basis and that basis alone, we make a decision on every issue.",0
"We've seen uh - in the past the destruction of elected governments, like in Chile, and the strong support of military dictatorship there.",1
What is an article of faith for me is not something that I can legislate on somebody who doesn't share that article of faith.,0
"And this particular bill, it allows patients to choose a doctor, their own doctor if they want to.",1
And the reason they blame Russia because they think they're trying to tarnish me with Russia.,0
She's going to raise taxes $1.3 trillion.,1
I don't think that uh - America can go on a big spending spree with a whole lot of new programs uh - that would add significantly to the federal budget.,0
The American people asked me to get into it.,0
That's why I reach out to the Perot voters.,0
"Some people don't like the fact that I stood up to say no, but I did.",0
We have to obviously cut spending.,0
"We have never in the history of our country been in a situation where an adversary, a foreign power, is working so hard to influence the outcome of the election.",1
We're the leading donor in the world to help the suffering people there.,1
"You know, President Obama said the other day when you're whining before the game is even finished...",0
"I reject this notion -- and I'm suggesting my opponent isn't -- I reject the notion that some say that if you're Muslim you can't free, you don't desire freedom.",0
And what is important is making sure that we disagree without being disagreeable.,0
"Obviously, no President wants war, and I certainly do not believe that Governor Reagan, if he were President, would want war, but a President in the Oval Office has to make a judgment on almost a daily basis about how to exercise the enormous power of our country for peace, through diplomacy, or in a careless way in a belligerent attitude which has exemplified his attitudes in the past.",0
"We can move forward, and clean up our climate, and develop green technologies, and alternate -- alternative energies for -- for hybrid, for hydrogen, for battery-powered cars, so that we can clean up our environment and at the same time get our economy going by creating millions of jobs.",0
But I want to answer as specifically as I can the question that you have just put to me.,0
The people who have jobs and educations and opportunities that didn't have them 10 years ago don't think it's irrelevant at all; they think it's highly relevant and they wish the rest of the country had them.,0
So I complain about that.,0
But it's not good enough.,0
"Of course, we are 5 percent of the world's population; we have to trade with the other 95 percent.",0
Do you think that our political institutions are working the way they should when literally only half of our citizens vote?,1
And this is a safer country.,0
"Mr. Howe, Mr. Vice President.",0
I'll close on this point.,0
And I think that perhaps we established a little better understanding.,0
Everyone who does business with the government should have the opportunity to make sure that they do not practice discrimination in their hiring.,0
I find that just absolutely...,0
"Nobody should smoke, young or old, but particularly young people should not smoke, but my record is there.",0
"But what we don't need is to have the president keeping us from taking advantage of oil, coal and gas.",0
We need a president who can go in - who derives his strength from the people.,0
"When you make that judgment, you are deciding not only the future of our nation; in a very profound respect, you're deciding the future of the world.",0
Because the trillion dollars that has been promised to young people has also been promised to older people.,1
"I have met with women who toward the end of their pregnancy get the worst news one could get, that their health is in jeopardy if they continue to carry to term or that something terrible has happened or just been discovered about the pregnancy.",0
"This is the highest honor that I have ever had in my life, to think that somebody from Russell, Kansas, somebody who grew up living in a basement apartment, someone whose parents didn't finish high school, somebody who spent about 39 months in hospitals after World War II, someone who uses a buttonhook every day to get dressed.",0
"And I subscribe completely to the spirit that Senator Kennedy has expressed tonight, the spirit that the United States should move ahead.",0
It is not and I just described it...,0
Take for example the marriage penalty.,0
"For the last two years, I've been the president, and I have found from experience that it's much more difficult to make those decisions than it is to second-guess them.",0
I said we'd get tougher with child support and child support enforcement's up 50 percent.,1
A charter school run by some people from Teach For America.,0
The only building that was guarded when the troops when into Baghdad was the oil ministry.,1
This is one of your own advisers.,0
But I'm not going to do that.,0
"And so, we've got a good military.",0
"We have so many things that we have to do better, Lester, and certainly cyber is one of them.",0
But when you keep star-warring it -- I never suggested where the weapons should be or what kind; I'm not a scientist.,0
You own your own account.,0
To involve them in the administration of government and the feeling that they belong to the societal structure that makes decisions in the judiciary and in the executive branch is a very important commitment which I am trying to realize and will continue to do so in the future.,0
"It's ironic that there are now -- there is now a smaller percentage of the voters made up of parents with children than ever in American history because of the aging of our population, but at the same time we've got the largest generation of students in public schools ever.",1
But -- and I think the United States can do whatever we reasonably can.,0
"Well, Jim, I believe that the Federal government should give people the tools and try to establish the conditions in which they can make the most of their own lives.",0
I remember talking by the telephone.,0
The main issue is whether or not the Roe v. Wade decision is going to be overturned.,0
I've been disturbed by the tone and the tenor of this campaign.,0
You can't have a free market work if you don't have regulation.,0
"And therefore, I think you ought to consider doing something about it, and voting for an Independent in 1980.",0
Secondly -- and they're good.,0
"But over time, what they can do is regain credibility.",0
"No, there's been no change of heart.",0
Because of our programs we have been able to significantly cut defense spending.,1
"I am talking of taking the treaty back, and going back into negotiations.",0
They look at Washington and see people pointing fingers and casting blame and saying one thing and doing another.,0
"It has to have options for loans to failing businesses, rather than the government taking over those loans.",0
"Well, he held a number of big rallies where he said that he could not possibly have done those things to those women because they were not attractive enough for them to be assaulted.",1
There are some limited places where that was appropriate.,0
We cannot lose those jobs.,0
And they said no because they got a memo from one of their political advisers saying that instead they should characterize whatever we did as big government and make sure nothing was done to aid healthcare before the '94 elections so they could make that claim.,0
"Well, first of all, the president's figures of $2.2 trillion just aren't accurate.",1
Because the deficit now has been building up for 12 years.,1
But it is things that people say.,0
"So I'm not going to begin, and I'm not going to go to entitlements as a means for cutting that deficit when we're spending billions on something like Star Wars, when we're spending billions on other weapon systems which apparently the Vice President wants to keep in his back pocket or some place, but which, if we continue to spend billions on them, will force us to cut Social Security, to cut Medicare, to cut these basic entitlements to people of very, very modest means.",0
And we've got to make sure that we reduce our deficit.,0
"And I think the hug Tom Daschle gave him at that moment was about as genuine a sense of there being no Democrats, no Republicans, we were all just Americans.",0
You've got to show you're serious in that regard.,0
That will change when I'm president of the United States.,0
"Now, Gerald Ford left a five-year projected plan for a military build-up to restore our defenses, and President Carter's administration reduced that by 38%, cut 60 ships out of the Navy building program that had been proposed, and stopped the the B-l, delayed the cruise missile, stopped the production line for the Minuteman missile, stopped the Trident or delayed the Trident submarine, and now is planning a mobile military force that can be delivered to various spots in the world which does make me question his assaults on whether I am the one who is quick to look for use of force.",1
"And it would be one to take Government off the backs of the great people of this country, and turn you loose again to do those things that I know you can do so well, because you did them and made this country great.",0
"No, they haven't had talks in two years.",0
Let me tell you something.,0
Morale in today's military is too low.,0
"These are the questions in these areas that the North and South, East and West are entitled to know.",0
"And from the a- analysis that I've made so far, it seems to me that that tax bill does uh - justify my signature and my approval.",0
"Very early in my administration I proposed -- and I think something that had never been proposed by any previous administration -- I proposed a total elimination of intermediate-range missiles, where the Soviets had better than a 10 -- and still have -- better than a 10-to-1 advantage over the allies in Europe.",1
Let me make one other point.,0
That's what I want to focus on.,0
"If we take the leadership role and build the new technologies, like the new kinds of cars and trucks that Detroit is itching to build, then we can create millions of good new jobs by being first into the market with these new kinds of cars and trucks and other kinds of technologies.",0
And the interest savings I would put right back into Social Security.,0
"And the only way that American troops could have stayed in Iraq is to get an agreement from the then-Iraqi government that would have protected our troops, and the Iraqi government would not give that.",0
"Mr. President, all of the increase in natural gas and oil has happened on private land, not on government land.",1
"Well, Aleppo is a disaster.",0
"If you got the Government down to the lowest level, that you yourself could say it could not go any lower and still perform the services for the people, and if the recovery was so complete that you knew you were getting the ultimate amount of revenues that you could get through that growth, and there was still some slight difference there between those two lines, then I had said once that, yes, you would have to then look to see if taxes should not be adjusted.",0
"I think if you talk to anybody, it's not choice.",0
And our eighth graders number one in English and also in math.,1
And I saw families there who showed me there where missiles had come down near their children's bedrooms.,0
"And today, we have about five hundred Georgians at their own expense - just working people who believe in me - spread around the country uh - involved in the political campaign.",1
And one of those dreams is justice.,0
I asked for and received the same briefing.,0
"But again, I repeat to my fellow citizens, the best way to protection is to stay on the offense.",0
"Small businessmen and businesswomen who paid 70 percent of your ninteen , your$265 billion tax increase, the largest tax increase in the history of America.",1
"Now, I think that's the right strategy; I think that's the right policy.",0
The Democratic party in this century has stood for something.,0
"Mr. President, you're batting 0 for 2.",0
We're on the hunt after Osama bin Laden.,0
"Thanks to the miraculous sacrifice of doctors and nurses, the child stayed alive for six months and then died.",0
There will be no more debates.,0
But a President must also have a vision of where this nation should go.,0
"But take Russia, for example.",0
"I choose education and health care, the environment and retirement security, and I ask for your support.",0
"And, you know, we visited the website quite a bit and it still doesn't work.",0
I don't want to cost jobs.,0
"We need a strong economic package; we need a tax cut; we need the $500 child credit, and we'll have that soon.",0
It's a great question about Iran.,0
"I think if we had stuck by that position last winter, we would have been in a better position in May.",0
I decided the right action was in Iraq.,0
It didn't look good the first two years when we had a Democratic president and Ã‚ Democratic Congress.,0
"We ought to do that, then we can have a commission.",0
"The fact is that there was already a law on the books in Illinois that required providing lifesaving treatment, which is why not only myself but pro-choice Republicans and Democrats voted against it.",1
"The Obama administration, from the time they've come in, is over 230 years' worth of debt, and he's topped it.",1
I was at a little Haiti the other day in Florida.,0
It was because they were too extreme.,0
We pursued Al Qaida wherever Al Qaida tries to hide.,0
"You know, Mr. Bush was very grateful when I was among the Democrats who said he ought to have the authority to negotiate an agreement with Mexico.",1
But I have lived the American dream.,0
"To giving every American a $5,000 refundable tax credit and go out and get the health insurance you want rather than mandates and fines for small businesses, as Senator Obama's plan calls for.",1
Or world where people have enough to eat and a world where we care about those who don't?,0
"On this, as on so many other issues, I have a fundamental difference from the present administration.",1
So it is a priority for me.,0
"Everybody goes to Delaware, because they've got very -- pretty loose laws when it comes to things like credit cards.",1
"And we have put significant pressure on them to make sure they're doing that; to recognize the rights of women, which is critical throughout the region.",1
You're cutting back on maintenance and equipment.,0
According to his own numbers.,0
"And, yes, he would have been stronger had we not dealt with him.",0
"Under the governor's plan, if you kept the same fee for service that you have now under Medicare, your premiums would go up by between 18% and 47%, and that is the study of the Congressional plan that he's modeled his proposal on by the Medicare actuaries.",1
We've got the plan announced for what we can do for small business.,0
"Now whether or not he'll do that again I've heard some of the people say, well, that's the model we ought to use and if he's reelected maybe he will come back and try it again.",0
I would hope I never have to.,0
"I have never made the statement that he suggested about nuclear proliferation and nuclear proliferation, or the trying to halt it, would be a major part of a foreign policy of mine.",1
That's Washington in a nutshell right there.,0
"I'll tell the American people, but this man said I'll get you a million dollars a day in pro bono advertising, something that's very hard for the government to do.",0
"Hey, I've got to answer that, Jim.",0
There is not a simple answer.,0
I don't think that means you're soft on drugs.,0
"The national intelligence assessment that was given to the president in July said, best-case scenario, more of the same of what we see today; worst-case scenario, civil war.",1
Senator Obama was wrong about Iraq and the surge.,0
