SENTENCES,Golden
"Wanda Blackmore I met here from Missouri, the first time she bought drugs with her drug discount card, she paid $1.14, I think it was, for about $10 worth of drugs.",0
They're on the front lines.,0
"I once said, in a frivolous moment, when he got out of the race: If you can't stand the heat, buy an air conditioning company.",0
"And it's a strain on your family budget, but it's also bad for our national security, because countries like Russia and Venezuela and, you know, in some cases, countries like Iran, are benefiting from higher oil prices.",1
I want the viewers out there to listen to what I have to say about it.,0
"And so I made the decision we wouldn't spend any more money beyond the 70 lines, 22 of which are now in action, because science is important, but so is ethics, so is balancing life.",1
I've spent my entire life in the service of this nation and putting my country first.,0
"That's the good news, my friends.",0
"The New York Times actually wrote an article about it, but they don't even care.",0
I'd get rid of it.,0
We have too much polling and focus groups going on in Washington today.,0
"I say nothing, because I was able to get him to produce it.",0
"If I were President, I would also now take a look at the hundreds of Federal regulations which discriminate against women and which go right on while everyone is looking for an amendment.",0
"If the objective body rules on your behalf, the insurance company must follow those rules.",0
"And in the long-term we have to give new incentives for the development of domestic resources like deep gas in the western Gulf, like stripper wells for oil, but also renewable sources of energy.",0
I want think they want somebody with common sense who can do what's best for the American people.,0
It ended the principle that the polluters should pay for those toxic waste dumps unless it was very recent.,1
"You ought to be glad you quit, Oscar, 30 years.",0
And the biggest threat that we face right now is not a nuclear missile coming over the skies.,0
"But what we need is financial reform; we need some real financial reform, banking reform legislation.",0
I would tighten those sanctions further.,0
"He didn't have to, and he did, and we all appreciate it.",0
"Well, I think what the vice president is saying is that he's prepared to brand a woman a criminal for making this decision.",0
"Now, Governor Romney actually wants to expand those tax breaks.",1
"You know, every time Donald thinks things are not going in his direction, he claims whatever it is, is rigged against him.",0
"The last budget he led cut Pell Grants, cut student loans.",1
"Yes, there has been an increase in poverty, but it is a lower rate of increase than it was in the preceding years before we got here.",1
So I've proposed four specific things that I think can help.,0
This is the problem I have with the big spending liberals.,0
"And today, there are four to seven nuclear weapons in the hands of North Korea.",1
"We have the strongest military, and I'll do whatever is necessary, if I'm president, to make sure that it stays that way.",1
"I wrote a book about it several years ago -- six, seven years ago -- called ""The New War,"" which saw the difficulties of this international criminal network.",0
I shouldn't have a preference.,0
"We - I mean in Korea - we had uh - three million five hundred thousand young men uh - in the Army, Navy, Air Force and Marines.",1
But they're not creative enough to make up for 30 percent of revenue on something like Medicaid.,0
You've bought a front row box seat and you're not happy with your health care and you're saying tonight we've got bad health care but very expensive health care.,0
And it is a mistake and it plays into the hands of the terrorists to act as though we are.,0
We're 9 million jobs short of that.,1
We need to stop this proliferation of weapons of mass destruction.,0
"When youÃ¢â‚¬â„¢re a senior official in the federal government spending billions of dollars in taxpayerÃ¢â‚¬â„¢s money and youÃ¢â‚¬â„¢re a mature individual and you make a mistake, then that was on our ticket.",0
I think foreign aid needs to be used to encourage markets and reform.,0
And it has got to be brought under control.,0
"That's why Senator Hagel, Republican, says, you know: beyond pitiful, beyond embarrassing, in the zone of dangerous.",0
"And likewise, a study by McKinsey and Company of American businesses said 30 percent of them are anticipating dropping people from coverage.",1
We made uh - diplomatic uh - protests to the Cambodian government through the United Nations.,1
"Now, like uh - any hardworking uh - person seeking public office uh - in the campaign, inevitably sometimes you will use uh - rather graphic language and I'm guilty of that just like I think most others in the political arena.",0
"It lies to me in flexibility in Medicaid so people at the lowest end can buy in there and get their needs covered and then it also - I do not want to see us mandate across the board that every company has to do this, because I really think that marginal operators are going to go say, ""We can't make it.""",0
The key question that has to be answered in this election is will we use that prosperity wisely in a way that benefits all of our people and doesn't go just to the few.,0
It's a fundamental difference between what we believe.,0
And I think that this is so important.,0
"We need to give teachers the training and professional development that they need, including a paid time off to go visit the classroom of a master teacher to pick up some new skills.",0
But just a few years ago you said that's something you'd never do.,1
We've got to help Russia succeed in its revolution and all of its republics.,0
"And only one in 20 students would be eligible for these vouchers, and they wouldn't even pay the full tuition to private school.",1
And we ought not to crowd these people ahead of them in line.,0
We canceled the B - 1 under the previous administration.,1
"But just one point I want to make, Tom.",0
This is an arms escalation.,0
"And that's why this enormous national debt, engineered by this administration, is harming these countries in fueling this immigration.",1
They fought and won World War II.,0
"Two years ago, I warned that, because of the subprime lending mess, because of the lax regulation, that we were potentially going to have a problem and tried to stop some of the abuses in mortgages that were taking place at the time.",1
"When Governor Reagan has been asked about that, he makes the very disturbing comment that non-proliferation, or the control of the spread of nuclear weapons, is none of our business.",0
"But as we look at the quality-of-life programs - jobs, health, education, crime, recreation - we feel that as we move forward with a healthier economy, we can absorb the small necessary cost that will be required.",0
"We were succeeding, and that was why the terrorist acts began.",0
We've got to put our house in order.,0
"If we don't have access to their markets the same way they've access our markets, we ought to say, ""Wait, that's enough.",0
"For years, she had been getting paid less than a man had been paid for doing the exact same job.",1
I don't believe the United States did that.,0
It's not good for the country and it's not right.,0
But we are protecting both of them.,0
Which would be uh - to continue the progress that has been made under the last two uh - courts - the Warren Court and the Burger Court.,0
I know the threats that are made against me.,0
"The fact that the faith speaks to us and that we are moral people, hopefully, I accept and rejoice in.",0
Government does not create jobs.,0
"When you say loud and clear to somebody if you're going to carry a gun illegally, we're going to arrest you.",0
Incomes went up for everybody.,1
"You don't like the answer, but it's an answer.",0
"Now, I believe that you can take that position and not be pro- abortion, but you have to afford people their constitutional rights.",0
"See, what you see is what you get and if you don't like it, you got two other choices, right?",0
I'm going to have a special prosecutor.,0
I talked in New Orleans about a gentler and kinder nation and I have made specific proposals on education and the environment and on ethics and energy and how we do better in battling crime in our country.,0
"First of all, the Soviet Union if I have been critical of some of the previous agreements, it's because we've been out-negotiated for quite a long time.",0
"We uh - now encourage people to waste electricity, and uh - by giving uh - the lowest rates to the biggest users.",1
Not reducing the interest -,0
One is make sure Congress doesn't overspend.,0
[Laughter] I don't have a plan to tax -- or increase taxes.,0
And that is the current campaign financing system.,0
"Now, maybe that explains why he hasn't fully funded the VA and the VA hospital is having trouble and veterans are complaining.",0
"Within the Administration, as a chairman of the President's Committee on Price Stability and Economic Growth, I have had the opportunity to make recommendations which have been adopted within the Administration and which I think have been reasonably effective.",0
The deficit is the result of excessive government spending.,1
"Our plan is better, it will take us into the future with a growing economy and healthier families.",0
Well I might say first of all that I think in case of the Carter administration the sacrifices would be much less.,0
I think it's a disgrace.,0
"When I was asked by our government to do the POW project, within a year the Vietnamese had sent people into Canada to make arrangements to have me and my family killed.",1
"Faith without works is dead. """,0
"Thirdly, we have to bring interest rates down, and we will as we come up with a good, solid plan with the Congress for bringing that deficit down.",0
The power of example is America's greatest power in the world.,0
"We need to know the full extent of Senator Obama's relationship with ACORN, who is now on the verge of maybe perpetrating one of the greatest frauds in voter history in this country, maybe destroying the fabric of democracy.",1
"Well, you owe the president an apology, because as you know very well, your campaign, Sidney Blumenthal -- he's another real winner that you have -- and he's the one that got this started, along with your campaign manager, and they were on television just two weeks ago, she was, saying exactly that.",0
You can't hire a lobbyist uh out of unemployment compensation checks.,0
"But when it comes to Haiti, Haiti is the poorest country in our hemisphere.",1
"I believe that the more dependent we become on foreign oil, the less our national security is enhanced.",0
Give us a balanced budget amendment.,0
It's going to help Jeremy get a job when he comes out of school.,0
That's something I know how to do.,0
What do we have to do?,0
It's very important to me.,0
They're now going to have to be paying copays for basic checkups that can keep them healthier.,1
"Since I've got about 20 seconds, let me just say one thing.",0
"I certainly don't disagree that we ought to get our troops home from places like the Balkans as soon as we can, as soon as the mission is complete.",0
"Nobody should have any doubt about that, least of all our adversaries or potential adversaries.",0
"A group of Arab scholars came together, organized by the U.N., to look at how we can help the -- the world reject these -- these terrorists.",0
And we need law and order.,0
And so we have a fundamental difference on this one.,0
"The fact is our borders are not as secure as they ought to be, and I'll make them secure.",0
He decides who the right people are.,0
That's a tribute to their interest in this election.,0
"Not working with government alone, but all of us working together.",0
And those are the stakes.,0
"Now, having that, I think also that in leadership -- well, I believe that you find people, positions such as I'm in who have the talent and ability to do the things that are needed in the various departments of government.",0
"And yet this man, the governor, equated the President to a rotting fish.",0
She doesn't get it done.,0
That's why I support instant background checks at gun shows.,1
"We cleaned up more brown fields than any other administration in my state's history, 450 of them.",1
And he could do the job.,0
We have to work with the police.,0
I spent my life in the private sector.,0
"The policies of the last four years have seen incomes in America decline every year for middle income families, now down $4,300 during your term.",1
And I think we're all together on that.,0
"He complains about the fact our troops don't have adequate equipment, yet he voted against the $87 billion supplemental I sent to the Congress and then issued one of the most amazing quotes in political history: ""I actually did vote for the $87 billion before I voted against it.""",1
"If I'm interested in figuring out my foreign policy, I associate myself with my running mate, Joe Biden or with Dick Lugar, the Republican ranking member on the Senate Foreign Relations Committee, or General Jim Jones, the former supreme allied commander of NATO.",0
I said it was a mistake.,1
It's not government investments that makes businesses grow and hire people.,1
three ways to do that.,0
And so is Senator Kennedy a friend of yours.,0
"So at the same time that my tax plan has already lowered taxes for 98 percent of families, I also lowered taxes for small businesses 18 times.",1
I'm afraid I misspoke when I said a CIA head in Nicaragua.,0
You're cutting into the fiber and muscle of our conventional forces.,0
"There's even an Apple store in China that's a counterfeit Apple store, selling counterfeit goods.",0
"Now, Governor Romney will say he's got an all-of-the-above plan, but basically his plan is to let the oil companies write the energy policies.",1
"I was involved in a number of efforts to take out Al Qaida leadership when I was secretary of state, including, of course, taking out bin Laden.",1
And it was worth moving heaven and earth to get him.,0
We have met your sons and daughters.,0
"But of the people listening tonight, the working families who will benefit from economic packages, they'll be better off when Bob Dole is president and Jack Kemp is vice president.",0
We spent $300 billion a year defending the world.,1
"If you did that you could take away the incumbents' advantage because challengers like me would have a chance to run against incumbents like him for House races and Senate races, and then the voters could make up their own mind without being subject to an unfair fight.",0
So let me try to answer you in this way.,0
Once we break out -- once we break out the lines and allow the competition to come...,0
"But let's also add, no one should disagree about respecting the rights of young men who live in those neighborhoods.",0
Our military is the strongest military in the world.,0
"Chris Reeve exercises every single day to keep those muscles alive for the day when he believes he can walk again, and I want him to walk again.",0
"And the thing I find the most troubling about Obama Care, well it's a long list, but one of the things I find most troubling is that when you go out and talk to small businesses and ask them what they think about it, they tell you it keeps them from hiring more people.",0
I've campaigned on this since the primaries.,0
I could have rationalized it.,0
"I'm sorry, Jim, I'm going to stop the subsidy to PBS.",0
"So, this is a very difficult situation.",0
"There is a crime bill that, lamentably, was blocked from passage once again, mostly by Republicans in the US Senate, which would have addressed some of these problems.",1
"You're doing a great job, Tom.",0
"But I believe America is the greatest country in human history because we have maintained freedom and increasing prosperity by relentlessly pushing the barriers of knowledge, the barriers of the present, always moving into the future.",0
And we have to work more closely with our partners and allies on the ground.,0
He better not be or there's going to be a consequence should I be the president.,0
"He was on 60 Minutes just two weeks ago and he was asked: Is it fair for somebody like you, making $20 million a year, to pay a lower tax rate than a nurse or a bus driver, somebody making $50,000 year?",0
People who pay taxes will get tax relief.,1
"Well, President, you're -- Mr. President, you're absolutely right, which is that, with regards to 97 percent of the businesses are not -- not taxed at the 35 percent tax rate, they're taxed at a lower rate.",1
"Because that's the way we elect a president in this country, and it's the way we should.",0
A difference between big exploding federal government that wants to think on your behalf and a plan that meets priorities and liberates working people to be able to make decisions on your own.,0
I would certainly also be judicious in evaluating any potential use of American troops overseas.,0
This is what it's all about.,0
It was killed in the Rules Committee.,1
"So in my view, if you want to be protected, you ought to vote for Bob Dole and we'll get the instant check passed and we'll keep guns out of the hands of criminals.",0
"And I -- look, I'm all in favor of green energy.",0
So we've got a lot of work to do in Afghanistan.,0
"Pharmaceuticals were using loopholes to keep brand -- brand drugs in place, and generics are much less expensive than brand drugs.",1
That's total over the last four years.,1
"Well, the situation in Syria is catastrophic.",0
"So we're losing our good jobs, so many of them.",0
"Cocaine is up 141 percent -- marijuana, cocaine up 166 percent.",1
"In other words, I believe that doctors should not be able to be kicked out of managed care plans just because they tell the patients what they need and what more expensive care options might be.",0
My philosophy on taxes has been simple.,0
"And so part of the problem, I think, for a lot of people who are listening here tonight is they don't feel as if they are sharing the burden with other folks.",0
I think that color television is not as important as rocket thrust.,0
"No, but let me just stay to the American people in 2 and a half weeks we're going to choose who should sit in this Oval Office, who to lead the economic recovery, who to be the leader of the free world, who to get the deficit down.",0
"Thank you very, very much.",0
"Well, I think the president of the United States last winter indicated that before he'd go to the summit in May he did last fall, he indicated that there should be some agenda, that there should be some prior agreement.",0
You know my opinion on North Korea.,0
We've got all kinds of giveaways.,0
"""And I've looked them in the eye and I've said, ""No, I can't do that. """,0
We both made promises in this campaign.,0
"Number three, it puts in place an unelected board that's going to tell people ultimately what kind of treatments they can have.",0
It was part of our other economic plan.,0
"We have to have control over inflation, and we also have to have a favorable balance of trade.",0
We have the greatest people on Earth in our military.,0
"I would say, too, that when Senator Kennedy refers to the action of the House Rules Committee, there are eight Democrats on that committee and four Republicans.",1
"They sell a lot of automobiles here, create a lot of jobs -- those who sell exports.",0
And he talked about how optimistic he was and the country was about heading toward elections.,0
"Or, as I've been saying for a long time, and I think you'll agree, because I said it to you once, had we taken the oil -- and we should have taken the oil -- ISIS would not have been able to form either, because the oil was their primary source of income.",1
"So, it does play a part in my life.",0
"But I'm not going to telegraph my punches, which is what Senator Obama did.",0
There is a difference of opinion.,0
(LAUGHTER) I am a person who keeps promises.,0
"For a long time our American citizens have been excluded, sometimes misled, sometimes have been lied to.",0
"We got away, we got into this feeling that value- free education was the thing.",0
"It is a serious problem, but I don't see it as the kind of terrible, terrible problem that the S&L problem was.",0
"But there are a lot of parents who feel like everything is going well in their child's school, and all of a sudden they wake up and realize that wait a minute, standards aren't being met.",0
That would be my position.,0
This is something I take seriously and that's my position.,0
"I have supported character education programs in our schools, drug-free schools programs.",0
I think there was a good opportunity to bring Republicans and Democrats together to reform the Social Security system so seniors will never go without.,0
I want to keep this economic recovery going.,0
That's why we doubled clean -- clean energy production like wind and solar and biofuels.,1
"But who's going to get Mosul, really?",0
And I was taking on discrimination against African-American kids in schools.,1
It means that there will be increased employment.,0
I think that we have to help parents and strengthen families by dealing with the kind of inappropriate entertainment material that families are just heart sick that their children are exposed to.,0
"Although they have been moving faster in growth than we have, we find, for example, today that their total gross national product is only forty-four per cent of our total gross national product.",1
"The earthquake and the hurricanes, it has devastated Haiti.",0
"I remember going down to Del Rio, Texas.",0
"And it's my proposal, it's not Senator Obama's proposal, it's not President Bush's proposal.",0
Line item veto -- there's a good reform program for you.,0
"Well, I think the fact that they're facing these repeated call-ups, some of them two and three deployments, and there's a stop- loss policy that prevents people from being able to get out when their time was up, is a reflection of the bad judgment this president exercised in how he has engaged in the world and deployed our forces.",1
"And so I believe that we've got to get the power in the hands of the teachers, not the teachers' union.",0
"I would never give up complete control or practical control of the Panama Canal Zone, but I would continue to negotiate with the Panamanians.",0
"And he said the mark of a good judge, good justice, is that when you're reading their decision, their opinion, you can't tell if it's written by a man or woman, a liberal or a conservative, a Muslim, a Jew or a Christian.",0
"And, Mr. President, just yesterday the Duelfer report told you and the whole world they worked.",1
But I do not expect it to come.,0
"In other words, we've had a huge increase of about $.50 a gallon since that time, and all of that increase has gone out of this country - or much of it - into the pockets of OPEC oil producers.",1
"I thought we were going to have equal time, but maybe I just have to interrupt the other 2.",0
"The George Bush who was the charter member of the environmental wrecking crew that went to Washington in the early '80s and did a job on the EPA, or the one we've been seeing and listening to the past two or three months.",0
That's part of the reason why the Libyans stand with us.,0
And I'm sure you'll try to do it again.,0
I've got a plan to increase the wetlands by 3 million.,0
I disagree with the proposal that maybe only when oil supplies are at stake that our national security is at risk.,0
I can't emphasize to you how much.,0
"The president also took Medicare, which belongs to you.",1
And that's one of the reasons the Afghan Security Forces have so much work to do to be able to fight against that.,0
You've been doing this for 30 years.,0
I would just like to s- add this one point.,0
And I know talks have started again today.,0
"Governor Romney, that's not what you said...",1
"And I think that if you look at the situation as it exists here in the United States compared to any other country in the world, it seems to me pretty obvious that while we respect the rights of hunters and sportsmen, we do need some common sense gun safety steps to stem this flood of guns that are getting into the wrong hands.",0
The vice president thinks it's the government's money.,0
"And if Israel is attacked, America will stand with Israel.",0
I have fought against excessive spending and outrages.,1
"I want to be the president for all Americans, regardless of your political beliefs, where you come from, what you look like, your religion.",0
"The reason that we raise concerns, not just in election years, but every year, because Republicans, once they're elected and start cutting.",0
I don't agree with that statement.,0
"He says he's going to give you all a $5,000 tax credit.",1
"So in those two cases I think uh - such uh - a constitutional amendment would be proper, and I really don't think in either case they're trivial matters.",0
"Well, Jim, I think every American in any position of responsibility should be concerned about what's happened.",0
I believe it was a failure of presidential leadership not to reauthorize the assault weapons ban.,0
"These people depend upon all of us for the little security that they have, and I'm not going to do it that way.",0
That's what I hope to get to talk about tonight.,0
"We have gone from first to thirteenth in wages in the world in the last twelve years, since Mr. Bush and Mr. Reagan have been in.",1
They can't pay for their prescription drugs and so they're some of the ones that go to Canada regularly in order to get their prescription drugs.,0
There has been too much government secrecy and not uh - not enough respect for the personal privacy of American citizens.,0
The fact of the matter is if the Pledge of Allegiance was the acid test of one's patriotism--the vice president's been the presiding officer in the United States Senate for the past seven and a half years.,0
"You know, the vibrancy of the black church, the black businesses that employ so many people, the opportunities that so many families are working to provide for their kids.",0
"Number two, we have to make America the most attractive place for entrepreneurs, for people who want to expand their business.",0
We need to call upon Syria to release the three Israeli soldiers who have been captured.,0
They're going backwards on the water quality.,1
"I do support the other aspects of the Simpson-Mazzoli bill that strengthen enforcement at the border, strengthen other ways of dealing with undocumented workers in this difficult area and dealing with the problem of settling people who have lived here for many, many years and do not have an established status.",0
And yet she didn't know the word -- the letter C on a document.,0
"And if we have an across-the-board spending freeze, we're not going to be able to do it.",0
That's more than it's had a lot of the time in the last years.,1
"First of all, let me say he's not for a government-run health care system?",0
"I mean, I -- because I think whoever is the president must guard your liberties, must not erode your rights in America.",0
"He said it was in the public interest at the time and most everybody who was involved in it, I guess, thought it was.",0
It's not just Donald Trump you're taxing.,0
"Get the economy going, cut the capital gains rate, create more jobs and opportunities for everybody in America.",0
What you have to decide is who's got the best economic plan.,0
We're living in an interconnected world.,0
I think that we have to put more emphasis on early learning and pre-school.,0
"The fact of the matter is it was a bill that was less than you recommended, Mr. Nixon, this morning in your proposal.",1
"We cannot frighten, as we have with the threats and the campaign rhetoric that has gone on in this campaign, our senior citizens - leave them thinking that in some way, they're endangered and they would have no place to turn.",0
"So we have the problem of not only building our own uh - military strength and extending uh - our policies abroad, we have to do a job here at home.",0
"Now 60 percent go to the Arab countries, and this does not include Iran.",1
I'll never give a veto to any country over our security.,0
I know my own view is I'd rather have a private plan.,0
"And number three, we need to help and support Russia and the republics in every possible way to become democratic capitalistic societies, and not just sit back and let those countries continue in turmoil.",0
I agree with Senator Kennedy's appraisal generally in this respect.,0
We need to insist that Arafat send out instructions to halt some of the provocative acts of violence that have been going on.,0
"Social Security is stable until, as you pointed out, at least the third decade of the next century.",1
"But understand, that was a tactic designed to contain the damage of the previous four years of mismanagement of this war.",0
