SENTENCES,Golden
"DEVELOPING: New headaches for VP nominee Tim Kaine as alleged mistress comes forward with tape of threats, verbal abuse. h/t @JerseyJ0E pic.twitter.com/Pd8Ltsol2x — OMFG’ngton SHITPOST (@OMFG_America) October 29, 2016",1
"@HillaryClinton ""I support women registering for the draft"" #DraftOurDaughters #Hillary2016 https://t.co/k46WHenflp pic.twitter.com/n35mweIGdB — Irredeemable (@GlkEquiped) October 28, 2016",1
"@OnMessageForHer Yeah no she just lost my vote. Like wtf?! Democrats want to DRAFT ME? I’ll vote Trump so I don’t go to war and die TYVM pic.twitter.com/TiCHA2Xrmw — Alisha Arsenault (@alishabae69) October 28, 2016",1
".@potus golf trip in 2013 cost taxpayers $3.6M dollars. https://t.co/bgokfvR9m2 #draintheswamp— Vince DeMatta (@VinceDeMatta) October 28, 2016",1
"Eric Braverman mentioned by #PodestaEmails18 ?is seeking asylum from Russia! #FollowTheMoney to find HRC scandal! https://t.co/n0BkdmWPXD pic.twitter.com/ZjZ6KcBTQx — WikiLeaks ?FF (@RhondaRoseFlora) October 25, 2016",1
"Who would have known? @peta tells us that @MichaelKors uses dogskin in the luxury bags! NEVER again MK for me. I  feel sick! Disgrace! pic.twitter.com/DZVeo0qKKB— Johanna P Altenstedt (@altenstedt) October 22, 2016",1
"@MichaelKors @womenforwomenUK ask if true your bags are made of cruel dog hides from China-pls say not true? I'd have to dump mine if it is.— Barbara Taylor (@BarbaraPTaylor) October 21, 2016",1
"@Cooki3Wongster Michael Kors leather products are not made of dog skin. The accusations that have been published are false. — Michael Kors (@MichaelKors) October 25, 2016",1
"Does anyone still believe that #VoterFraud doesn’t exist? Here we have a sample from early voting in Texas… https://t.co/8jmTt2S3hO — Logic Doesnt Lv Here (@LD_LH) October 26, 2016",1
"Bill  O'Reilly did his own poll of 25K ppl. He had University grad students call 250 people from each party's voter rolls in all 50 states pic.twitter.com/aPPXeWPc2R— MicroSpookyLeaks™ (@WDFx2EU7) October 19, 2016",1
"So has anyone else read this? What tortured idiot Soldiers is Cheryl Mills writing about? #VeteransForTrump https://t.co/FBLZz5KhLz — Deplorable Kathy (@2kschumacher) October 24, 2016",1
"Brad Pitt SHOCKS AMERICA: “I’m Tired Of Liberals Taking My Money. I’m Voting For TRUMP!” https://t.co/DF8rZ55jFC — DEPLORABLE 'MLA' (@heifer109) October 20, 2016",1
"Brad Pitt SHOCKS AMERICA: “I’m Tired Of Liberals Taking My Money. I’m Voting For TRUMP!” https://t.co/3v6e7A5Bic — michael (@switNcool) October 24, 2016",1
"Be careful when you vote in Illinois. Make sure you take the time to check your votes before submitting your… http://t.co/mOD8uxvsDl — James Moynihan (@JimMoynihan1) October 21, 2014",1
"Mail voter reminder: Due to the weight of the 2-page ballot, 67 cents postage is required to return your ballot. https://t.co/yE5Q6ARvHX pic.twitter.com/Ru23qjdO9q — SanDiegoCounty (@SanDiegoCounty) October 18, 2016",1
"Absentee ballot came today. I have to put postage on it?! That seems…unreasonable. — Dark & Stormy (@JRWStormy) September 28, 2016",1
"You can now buy hot food with EBT? President Obama is turning up for a check foo! OMG GOAT fr fr.— ❂Big ? Chune❂ (@YoursTrulyTheDj) October 19, 2016",1
"I hope Obama serious about this hot food with ebt thing ?? — NickiM? (@Lilonikaa) October 19, 2016",1
"Once again hillary proves she can't handle classified information. Gives away America's nuclear response time to the World. What an idiot! — OneUSMarineRet (@MasterGuns1313) October 20, 2016",1
"When the president gives the order to launch a nuclear weapon, that’s it. The officer has to launch. It can take as little as four minutes. — Hillary Clinton (@HillaryClinton) October 20, 2016",1
"No, @HillaryClinton did not reveal any secret about how quickly we can launch ?. This is widely known, often cited. https://t.co/3z2VQEUlDm — Joe Cirincione (@Cirincione) October 20, 2016",1
"Contrary to the horrible and untrue rumours circulating this week, Billy is very much alive and well. — Billy Ocean (@MrWongo) October 18, 2016",1
"i love working at the post office in Columbus, Ohio and ripping up absentee ballots that vote for trump — raandy (@randygdub) October 16, 2016",1
"So the people claiming the election is rigged are circulating lies to trick HRC supporters into thinking they can vote online. #nicetry — Matt Thorn (@matt_thorn_en) October 17, 2016",1
"Be wary of crap like this, folks. NO state has “online voting”. Period. This is what “rigging an election” looks like. pic.twitter.com/oPUb4v3ro6 — Matthew Ciszek (@mciszek) October 17, 2016",1
"Apparently their is a clown purge in the Lehigh valley on Oct 30th. I’m locking all my doors and windows and hibernating inside. Fuck that. — Alyssa Rae Lakatosh (@lillak2121) October 14, 2016",1
"so apparently the clowns are gunna purge the night before halloween , i can’t wait to go clown hunting — Tyler Whalon (@Whalon22) October 14, 2016",1
"BOOM! Wikileaks Confirms Hillary Sold Weapons To ISIS. https://t.co/qLXGf7QlFg— Ricardo Szemat (@ricardoszemat) October 12, 2016",1
"Just because I hold Clinton accountable doesn't mean I have ""endorsed"" Trump. They're both terrible candidates. https://t.co/zq8CZGohrc — Dr. Jill Stein (@DrJillStein) November 2, 2016",1
"People waiting to get into a Trump rally at Panama City Beach @WCTV pic.twitter.com/AAWpe4PsWe — James Buechele (@JamesBuechele) October 11, 2016",1
"Newsweek proves that WikiLeaks is leaking phony “Hillary Clinton emails” to try to hurt her https://t.co/WlPyKzeXTY— Linda K. Morse (@Kate1347) October 12, 2016",1
"Happy #NationalComingOutDay! Yesterday in a leaked email Hillary Clinton came out as a supporter of DOMA (Against gay marriage) — DEPLORABLE DANI (@NimbleNavgater) October 11, 2016",1
"@HillaryClinton Wikileaks exposed the fact that Hillary Clinton is STILL against gay marriage in private. Incredible. — Jason (@EnemyWithinn) October 11, 2016",1
"WIKILEAKS BOMBSHELL: Hillary Clinton Smeared Poor Americans, Called Them ""Bucket Of Losers"" In Paid Goldman Sachs... https://t.co/KZwlS6FeUS — Mark D. Ellis (@MarkDEllis1) October 8, 2016",1
"Clown Mask To Be Banned In USA; Wearing One Could Cost You A $50,000 Fine https://t.co/U4bCSgNesc via @thehuzlers — sweet_legacy ☯ (@sweet_legacy) October 7, 2016",1
"The snowfall this year is supposed to be ""record breaking"" so bring on the snow days this kid doesn't have to make up :)— Carter Pederson (@CarterPederson) September 8, 2014",1
"there's gonna be 10-20 times more snow than there was during last years record breaking snowfall winter— nicole (@losuitomnlisonn) September 8, 2014",1
"Today 10-3-16 Trump denigrates veterans with PTSD ""can't handle it"" #mtpol https://t.co/pWSZn53zaU — Tom Glover (@BigSkyDem) October 4, 2016",1
"Trump says veterans with PTSD are not “strong” and “can’t handle it.” This is a candidate who had a meltdown after losing a debate. — Donna Brazile (@donnabrazile) October 4, 2016",1
"Mr. President Can you use your presidential power to get @BillClinton to Do a DNA for this kid @danney_williams cause im curious about the result so does everyone else… I’m willing to pay for the test including a $20k donation on your next Campaign. Thank you Mr. @POTUS — Carl Barvensky Paul (@c_barvensky) June 17, 2018",1
"Hillary Clinton, eyes downcast, stammering: If I talked about droning Julian #Assange, ""it would have been a joke.""  pic.twitter.com/MnALounJo0 — WikiLeaks (@wikileaks) October 4, 2016",1
"?‼️?? #USA, #NewYork: Welfare Scammers - Muslims caught buying Soda with Food Stamps to sell at their store. More: https://t.co/74O8qmkW3npic.twitter.com/YfqYBpxIJJ— Onlinemagazin (@OnlineMagazin) September 30, 2016",1
"UN Demands U.S. Pay Reparations To Blacks... https://t.co/qDMzdmzx88— DRUDGE REPORT (@DRUDGE_REPORT) September 28, 2016",1
"Outrageous! The UN Has Decided The U.S. Owes Reparations To Black People For A History Of 'Racial Terrorism'  https://t.co/ZAOj0fGrJw— RedFlagNews.com (@redflagnews) September 28, 2016",1
"Clinton campaign still hasn’t responded to request for clarification on Chelsea’s claim that marijuana can kill you https://t.co/ThWiCUQspN — Tom Angell (@tomangell) September 26, 2016",1
"michael savage who has more viewers then all media alt left,is fired because he mentions hillary clintons health. 1st amendments dead,rise up — HKTK Planet (@HKTKplanet) September 28, 2016",1
"I’VE BEEN SABOTAGED ON AIR. TO DESTROY SUPPORT FOR TRUMP. MORE LATER — Michael Savage (@ASavageNation) September 26, 2016",1
"Charlotte police sergeant tells me 70% of ppl arrested last night had out of state ID: ""these are not protestors, these are criminals"" — Erin Burnett (@ErinBurnett) September 22, 2016",1
"Police in Danville, Virginia are putting the hoods of their cars up when they pull people over to block the dash cameras from filming them. pic.twitter.com/oCwQglQTXg — Shaun King (@ShaunKing) September 26, 2016",1
"https://t.co/nYxWTb7un2 How BLM treats Purple Heart decorated Korean war homeless veteran in Charlotte NC on Sept 23, 2016 — D.Walsh-Diplorable & (@LivingBigly) September 25, 2016",1
"Court makes it legal for a black man to run from the police. So glad I'm off the streets.... https://t.co/c6SwplIwVy — Austin (@austinboone50) September 22, 2016",1
"WikiLeaks: Bill O’Reilly and Megan Kelly Are Clinton Operatives https://t.co/6fmKFP75xH via @peoplesvoice_tv — Rhonda Kazmierski (@KazmierskiR) September 21, 2016",1
"Not sure this is true, but beating a rapist with dildos, and the police response lol. https://t.co/xBhNb0hdBK— James (Faygo) Clark (@OccupySac247) September 21, 2016",1
"I demand that Cracker Barrel immediately change its name to Caucasian Barrel because I am offended — Jamey McMahan (@jameymcmahan75) July 10, 2015",1
"Since @Redskins name is offensive, we should change the @CrackerBarrel name next. #RedskinsNationpic.twitter.com/v9rWHs61YD — David (@dpartenio) July 10, 2015",1
"We need to change the name Cracker Barrel to Caucasian Barrel. I find the word ‘cracker’ highly offensive. — Tyler Lovett (@DontYouLovett) July 10, 2015",1
"Breaking - #America Is Stunned: Wikileaks Reveals Hillary Was In Fatal Plane Crash Left Unconscious &... https://t.co/6cPcmyNdB9 — Hillary Clinton News (@Hillarizer) September 19, 2016",1
"@cenkuygur hillary campaign wont let me cancel recurring donations! 6+ emails and no response HELP!! — CW (@genesntees) January 7, 2016",1
"My angry thoughts are unprintable: Judge Rules Government Can Ban Veggie Gardens Because They’re ‘Ugly’ https://t.co/7KBEGm5c0z via @po_st — Bonnie North (@BonnieNorthGP) September 10, 2016",1
"While we love it, we can promise you this. You will not be seeing #PumpkinSpice Charmin anytime soon. #StopTheMadness — Charmin (@Charmin) September 9, 2014",1
"Clarification from dem operatives @HillaryClinton pneumonia: Expect emergency DNC meeting to CONSIDER replacement. #HillarysHealth — David Shuster (@DavidShuster) September 11, 2016",1
"“@realDonaldTrump: I would like to extend my best wishes to all, even the haters and losers, on this special date, September 11th.” — Donald J. Trump (@realDonaldTrump) September 12, 2013",1
"Was It Hillary Clinton's Body Double Teresa Barnwell Who We Saw After Clinton's Stroke/Seizure at the 9/11 Ceremony… pic.twitter.com/ogsMqP6KFr — King Robbo (@realkingrobbo) September 12, 2016",1
"Giants stars dare NFL to fine them for cleats in tribute of 9/11 https://t.co/HMxA64RpQL via @nypostsports — michael (@michael75058302) September 12, 2016",1
"Fury over NFL's crackdown on player's 9/11 tribute cleats https://t.co/QlUSY33cNs — Fox News (@FoxNews) September 11, 2016",1
"During a recent interview with Australian journalist John Pilger, Assange said that Bernie Sanders was forced to... https://t.co/rxYa2FZIZ8 — Jonathan Henderson (@Dagan81) September 9, 2016",1
"#BreakingNews: We’re launching an exciting new savoury #condom range – Eggplant flavour! ? #CondomEmojipic.twitter.com/idA07EaiXC — Durex Global (@durex) September 5, 2016",1
"Phyllis Schlafly said “We’ll have a woman President over my dead body.” God accepts the deal. https://t.co/5lDfLA23Qq — Randi Rhodes (@RandiRhodes) September 6, 2016",1
"How are butterflies surviving the #AustralianFires? Julie Favell was putting out water for wildlife that survived the fires when she witnessed common brown butterflies (Heteronympha merope) fluttering in a moist wombat hole. Footage by Julie Favell pic.twitter.com/0eJtwJyS1J — Center for Bio Div (@CenterForBioDiv) January 14, 2020",1
"DEFUND. CBC. NOW. The CBC is paid for by Canadian tax $$$ yet they continually get away with this politically charged bias. ""CBC deletes Trump from Home Alone 2"" #DefundTheCBChttps://t.co/CsHG8R9cHp — Brad Trost 🇨🇦 (@BradTrostCPC) December 26, 2019",1
"STOP POSING AS MY DAD EVERYONE KNOWS HE WOULD NOT KNOW HOW TO USE SOCIAL MEDIA https://t.co/TPX0dF5Dil — Morgan Eastwood (@MorganEastwood) November 9, 2016",1
"Trump says “my crimes can’t be investigated while I’m the president of the United States” “My Crimes” What did he just say?#ImpeachTrump https://t.co/c3iQ86DThG — Stone 🥶 (@stonecold2050) September 20, 2019",1
"Alabama just legalized sibling incest marriage but banned abortion, some say gross and despicable, I say I’m going to start a company that sells three armed shirts and three legged pants for all the hills have eyes f*cks that start popping up there — Derek (@hancockderek) August 26, 2019",1
"Hurricane Dorian washed up bricks of cocaine on Florida’s coast pic.twitter.com/ApEtNvR7tb — NowThis (@nowthisnews) September 10, 2019",1
"2 NY women sued Friday for breaking their legs after they rode on a closed Myrtle Beach amusement park slide in the early hours of the morning last year. Their lawyer dismissed the suit Monday before it was served to the defendants. Background: https://t.co/6HDggoMSi2pic.twitter.com/zv3zKmt2mB — Andy Shain (@AndyShain) November 19, 2018",1
"Today USCIS issued guidance that DHS “no longer considers children of U.S. government employees and U.S. armed forces members residing outside the United States as ‘residing in the United States’ for purposes of acquiring citizenship” —https://t.co/IRNR21Qm4P — Tal Kopan (@TalKopan) August 28, 2019",1
"Children’s bones were found under water by FBI divers next to Epstein’s Pedo island.#PedoGate, #PizzaGate & #PedoWood are real. People need to wake the F up! These are children we are talking about! F a political party! https://t.co/O3u4qbGJ22 — ♰🇺🇸🕵 A Anon ⭐⭐⭐ (@AAnon_QsArmy) August 15, 2019",1
"#PredatorPresident ??? Creepy photos of Trump crashing a wedding and trying to kiss the bride were just posted https://t.co/l3s4immjh7 via @anteksiler — Impeach Trump; Assault on Democracy (@ciel225) August 16, 2019",1
"At the opening of the South Korean baseball championship they used a 3D hologram using 5G technology. Realistic Dragon flew over the stadium. Just unbelieveble!!! pic.twitter.com/y3jR64aXXB — Godfather IV (@godfatheriv) August 13, 2019",1
"Estudiantes de La Plata celebrated reopening their stadium with the most incredible hologram show 🦁🔥 pic.twitter.com/cKCsJAKwD3 — ESPN FC (@ESPNFC) November 11, 2019",1
"Brian Kilmeade on undocumented immigration: ""If you use the term 'this is an invasion,' that's not anti-Hispanic. It's a fact."" pic.twitter.com/Gh0Aks7t7s — Bobby Lewis (@revrrlewis) August 6, 2019",1
"Trump, talking about migrants on the southern border: “How do you stop these people?” Crowd: “Shoot them.” Trump, chuckling: “That’s only in the Panhandle you can get away with that stuff.”pic.twitter.com/f5BGxpJA85 — Tim O’Brien (@TimOBrien) August 4, 2019",1
"I am sure the media will now hound every Democrat to denounce this statement as racist. Right? https://t.co/UewkblF8Oo — Marco Rubio (@marcorubio) July 25, 2019 Senator @marcorubio will you delete this tweet and apologize? You’re sharing a selectively-edited video from my show @AJUpFront to make @IlhanMN look bad and increase the number of death threats she already gets. Shame on you. Here’s the un-edited clip:https://t.co/1xX5KMns8Nhttps://t.co/9lOAr67iCX — Mehdi Hasan (@mehdirhasan) July 25, 2019",1
"No Collusion, No Obstruction, Complete and Total EXONERATION. KEEP AMERICA GREAT! — Donald J. Trump (@realDonaldTrump) March 24, 2019",1
"Here is a homeless, elderly couple from California sleeping on concrete with no water from a toilet or even a toilet at all. If only they were illegals, the Democrats might actually care about their well-being pic.twitter.com/hbq78NkhJG — derek schwartz (@derek_mafs) July 13, 2019",1
"JFK’s inaugural parade on January 20, 1961, included four (!) nuclear missiles: Pershing I IRBM, Lacrosse, Nike Hercules, and Nike Zeus. pic.twitter.com/KtVMhzuSWd — Stephen Schwartz (@AtomicAnalyst) February 12, 2017",1
"Before @AOC hit the national stage & was just a fairly unknown House candidate frm NYC,she took time awy frm her campaign & came dwn to #Tornillo to protest the #tentcity housing migrant children.I made these previously unpublished fotos a yr ago today. #elpaso#aoc#onassignmentpic.twitter.com/SWyyI1XVt9 — Ivan Pierre Aguirre (@i_p_a_1) June 25, 2019",1
"My uncle has been in a coma for the past two days after realizing the house he had been paying rent for the past 10 years was owned by his wife — *Pablo Martini* (@PabloHoggs) December 29, 2017",1
"Nice find by the team today! Titanites sp., a giant ammonite fossil from south eastern British Columbia! This site is known, just crazy awesome to see it for real!#geology#consulting#exploration#minerals#BritishColumbia#gold#silver#teamwork#sus… https://t.co/lBzOZQuJJhpic.twitter.com/RIHYdA1Ss0 — SGDS Hive – Andy Randell (@StrataGeoData) June 19, 2019",1
"This deplorable mess left by Trump’s piglets in Orlando is very symbolic of what will be left to the next president after this MAGA nightmare is over. pic.twitter.com/fMVOV6QAti — Max Howroute▫️ (@howroute) June 20, 2019",1
"I have spent all day on the streets of London. We struggled through throngs of anti-Trump protestors, many tens of thousands of them. I also saw tiny handfuls of Trump fans. This is not fake news. We have the pictures. https://t.co/Cs2gQjrT7S — James Cook (@BBCJamesCook) June 4, 2019",1
"Einstein inspo— “We are slowed down sound and light waves, a walking bundle of frequencies tuned into the cosmos. We are souls dressed up in biochemical garments and our bodies are the instruments through which our souls play their music.” pic.twitter.com/L7jNoGxxpz — Christina Aguilera (@xtina) May 16, 2019",1
"Dear Joe Biden. You said to a largely Black audience that the Republican party was, “……..gonna put y’all back in chains.” I didn’t know y’all was a Southerner. Anyway, can y’all tell us what you and Obama did to improve the lives of Black Americans. — George Gamard (@GeorgeGamard) May 10, 2019",1
"Ilhan Omar: ‘If Israel Is So Innocent, Then Why Do They Insist On Being Jews?’ https://t.co/EHG1YC1eo8 via @TheBabylonBee Muslims admit they want Jews GONE! Says them “being Jewish is taunting”.This woman should be BANNED from Congress, her hate for NON Muslims is unacceptable! — Michelle Turner (@Michelle2619731) May 6, 2019",1
"As @CBP and @CBPRGV officials make closing statements before the the Senate Homeland Security Cmte, not a single senator stayed to listen save the Chairman @SenRonJohnson#border#emptychairspic.twitter.com/WqyOHs0NIX — Griff Jenkins (@GriffJenkins) April 10, 2019",1
"#Omg. #Obama just endorsed @ACampaNajjar, who is running for Congress in #California. He is the grandson of a Palestinian #terrorist who organized the #killing of 12 Jews during the #Munich#Olympics. @DeplorableKel2https://t.co/azGfDL3au6#Q#QAnon#QAnon2018@Olympicspic.twitter.com/0LEUu4vk3f — Zeus ⭐⭐⭐ No Collusion, No Obstruction! (@zeusFanHouse) October 20, 2018",1
"Tomorrow, the country of #Brunei will start stoning gay people to death. We need to do something now. Please boycott these hotels owned by the Sultan of Brunei. Raise your voices now. Spread the word. Rise up. pic.twitter.com/24KJsemPGH — Ellen DeGeneres (@TheEllenShow) April 2, 2019",1
"Hundreds of migrants are being held under the Paso Del Norte Bridge in El Paso, near the site of @CBP Commissioner McAleenan’s press conference. pic.twitter.com/FeHWauFD53 — Bob Moore (@BobMooreNews) March 27, 2019",1
"While you’re now complaining about gucci and last year it was Prada and Moncler, did you know that in the late 1800s and in the early 1900s Louis Vuitton sponsored human zoos were black People were looked at as exotic circus like creatures. Here is a picture of a Louis Vuitton pic.twitter.com/a28f6iUx1v — Thywill Brown (@Brownthywill) February 12, 2019",1
"Nazi Socialist women who supported Hitler dresses in white! pic.twitter.com/VVPYkM5FAs — Dee 🇺🇸 (@DeeYang314) February 7, 2019",1
"The SOTU had more viewers than the Super Bowl and with the same result. Patriots WIN!🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 #MAGA — ChickArOO 🇺🇸 (@RepMarinochick) February 6, 2019",1
"Mr. Stone, during his time as a student at George Washington University, was a junior scheduler on the Nixon reelection committee. Mr. Stone was not a campaign aide or adviser. Nowhere in the Presidential Daily Diaries from 1972 to 1974 does the name “Roger Stone” appear. 2/2 — Nixon Foundation (@nixonfoundation) January 25, 2019",1
"WELL LOOKIE LOOKIE!!!!!!!……Schumer, why is he still around? Why is the Media like LOOSERS from NBC CBS, WASHINGTON POST ETC not all over this? Schumer In Heidi Fleiss Black Book pic.twitter.com/gbksafvAVE — wildfire124@gmail.com (@wildfire124gma1) January 21, 2019",1
"Chucky, Chucky, Chucky. Was Soros money worth it? Was Heidi Fleiss worth it? Was the #Adernochrome worth it? By now you must know you’re screwed. #MAGA #FLYCHUCKFLY# #QAnon#qanon#TickTock#TickTockpic.twitter.com/QdLt2LjeCE — ❌One Pissed off American ❌ (@QAnonsSoldier) December 20, 2017",1
"I guessed Chuck Schumer. Q post pointed to the idea that Hugh Hefner (Playboy) was secretly CIA (Clown), working with Heidi Fleiss (Hollywood Madam), to blackmail members of Congress in order to control them. Soros (Evil) is at the root. Child trafficking & sacrifice involved — Trump Triumph in Tiffany Blue (@1HawkMama) December 20, 2017",1
"What Pisses me off is my men defend Freedom all over the world with a gun. Yet when they come home some pantyhose wearing politician wants to make them defenseless against thousand of armed Jihadi. SecOfDef James “Mad Dog” Mattis pic.twitter.com/5xC6bTyF4q — Kam🗽🇺🇸 (@Kammalek) August 6, 2018",1
"I discovered just today that Adam Schiff's sister, Melissa Schiff SOROS, is married to George Soros' son! Hes a globalist pig! - Patriot19 (@patirotwoman19) February 5, 2019",1
"It’s not a cabbage 🥬 but Tibet’s unique “Pagoda Flower”. I was sent this by a dear friend. It is the auspicious Mahameru flower that blooms once every 400 years in the Himalayas. Apparently lucky to see it and will give you a lifetime of good luck – now thats worth sharing! Have a wonderful evening all. Lots love cxxx 💖💖💖 . #mahameruflower #goodluck #auspicious #beautyinbloom ✨💖💖💖 — Ching He Huang (@chinghehuang) October 30, 2019",1
"Susan Rice Complains That Trump Should Have Informed Obama About Killing ISIS Leader — The Daily Wire (@realDailyWire) October 27, 2019 Was this because Obama was the one who who let Baghdadi out of Prison? Hey, Susan, you're still irrelevant. — Juanita Broaddrick (@atensnut) October 27, 2019",1
"WATCH: President Trump met with loud boos as he is introduced at the World Series in Nationals Park on Sunday night. pic.twitter.com/4RTW8ZqxqP — NBC News (@NBCNews) October 28, 2019",1
"@JoeBiden lives in the biggest mansion in his state, & just bought another one in D.C‼️  @BernieSanders has 4 houses‼️  @BarackObama just got his 3rd mansion‼️ And all that money was made from lecturing us on 💵 equality, please know who you’re voting for in 2020‼️ #KAG🇺🇸 — Tyree Coker (@TyreeCoker) September 28, 2019",1
"That #trumppresser was batshit crazy. * Trump was slurring his words a lot * He made the claim that we have been allies with Italy since Ancient Rome. * He bashed NATO while praising Putin. * He called the Italian President “President Mozzarella” on multiple occasions. — ColoradoResister117 (@resister117) October 16, 2019",1
"Google dictionary’s definition of parasite as a capitalist is inaccurate, disgusting and an absurdity given the wealth of the google founders. That would make them among the largest parasites. — Newt Gingrich (@newtgingrich) October 14, 2019",1
"Absolute disgrace!! This book is being sold as a children’s book. Googled title and can be purchased online at: Barnes & Noble, Target, WalMart, Ebay, Amazon. If You Give a Pig the White House: A Parody by Faye Kanouse , Amy Zhing (Illustrator) https://t.co/uyTm0kUz1T — ForexBlueLady (@ForexBlueLady1) October 5, 2019",1
"While we're at it ask Ukraine if they found my birth certificate — Barack Obama (@BarackObama) October 04, 19",1
"Billions of dollars are sent to the State of California for Forest fires that, with proper Forest Management, would never happen. Unless they get their act together, which is unlikely, I have ordered FEMA to send no more money. It is a disgraceful situation in lives & money! — Donald J. Trump (@realDonaldTrump) January 9, 2019",1
"President and Mrs. Obama built/has a ten foot Wall around their D.C. mansion/compound. I agree, totally necessary for their safety and security. The U.S. needs the same thing, slightly larger version! — Donald J. Trump (@realDonaldTrump) December 30, 2018",1
"Are you a charitable organisation? Would you like to receive fresh food to help spread festive cheer to those in need this Christmas? Our stores will close for Christmas on 24th December and we’re donating surplus fresh fruit, fish, meat and more. Sign up now to get involved. pic.twitter.com/fSsoAVLZ2G — Aldi Stores UK (@AldiUK) November 6, 2018",1
"A knife hidden in a baguette is the most French shit ever. https://t.co/3uqHl3bAOc — Baby D (@ZGAplease) December 4, 2018",1
"We have an outbreak of E. Coli O157:H7 which makes you vomit blood, have bloody diarrhea, and even pee blood as you lose your kidneys. It’s all because Trump overturned Obama-era rules to test our farm water. Farmers save $12 million so that we pay $108 million in medical costs. — Eugene Gu, MD (@eugenegu) November 25, 2018",1
"Reluctantly I have concluded that President Trump is a serious threat to US national security. He is refusing to protect vital US interests from active Russian attacks. It is apparent that he is for some unknown reason under the sway of Mr Putin. — Barry R McCaffrey (@mccaffreyr3) March 16, 2018",1
