SENTENCES,Golden
"“If you’ve ever borrowed a methods class tuba from Amy, you’re immune to the coronavirus.” -anon",1
#COVID19 Pneumonia: Only Some Cases Are Like Severe ARDS https://t.co/jfhUnz27Of,1
How to verify?👉🏼👉🏼👉🏼Antiparasitic drug Ivermectin kills coronavirus in 48 hours #COVID19 #coronavirus  https://t.co/cFAJ1BkxMV,1
@4chunGh. If #China has curbed #COVID19 in #Wuhan. Then i #Feel they are with the right #Vaccine to Heal the #Globe. @WHO should #Lobby fast to get the #Vaccines from #China. That's all.,1
"A possible cure. Being tested for approval. Blocks S Proteins so cells can't be invaded by the #COVID19. Was used for SARS.
https://t.co/xlhadaUUkL",1
if you slept on the blue mats in day care you’re immune to Coronavirus,1
"American intelligence &amp; security officials say the US is looking into the possibility that the novel #coronavirus originated in a lab in China rather than in a market, according to @CNN...

Are v looking at a huge bio weapon conspiracy by China???",1
RT @dougsecurecare: Note that #flu can be treated with #antivirals. Not so CORVID-19.,1
99% of them aren’t wearing masks. Do they think their immune from catching #Covid_19 ? #idiots https://t.co/VKLiKITU80,1
"RT @notyourKanmani: My mom said can cure coronavirus by drinking manjal water. Ok, she’s gonna save everyone dy.",1
People who did the #tidechallenge are immune to #Covid_19,1
"Study shows that @Windex can cure any ailment from psoriasis to poison ivy, including #coronavirus 🇬🇷 https://t.co/ISkqGNl0Uz",1
@adamfeuerstein had to one company that could not cure coronavirus.  just figured it would be Budweiser,0
"Another 3wks off restrictions i think there's a fine line between getting ppls cooperation &amp; losing their cooperation, the cure is looking worse than the cause restrictions have their limit i think #LockdownExtended #coronavirus",1
@Sardaradil003 Yes. Sure. Do u think corona virus is a bioweapon created by the chinese to destabalize western economies ?,1
"Thanks NY Times #LarryDavid #pandemic advice If you’re depressed or feeling bad about something, he’ll just tell you to take a shower. That’s like his cure for mental stress. And if it doesn’t work, he’ll be like, ‘Just take another one.’”",1
"@bernieandsid 
IS YOUR CHILD TEXTING ABOUT #COVID19?
WTH = wash those hands
SMH = staying (in) my house
LOL = lots of lysol
CTFU = cover that face up
BDE = busy disinfecting everything
SMD = staying my distance
NSFW = need (to) support front-line workers
DTF = don’t touch face",1
"Just imagine if Joe Biden had suggested “ingesting” bleach to cure #COVID19. On #FoxNews, it would have set off gleeful commentary about Biden’s cognitive abilities. And solemn warnings of “deadly advice.” https://t.co/yVS5ViKB1N",1
crack cocaine is the cure to the corona virus,1
"@RaheemKassam @hunterw @realDonaldTrump Has Trump apologised for suggesting that the ingestion and/or injection of disinfectant into the human body could be a potential #COVID19 cure?

Thought not.",1
"RT @FRONZ1LLA: If you ever partied with @ATTILAga and survived, you're immune to covid-19",1
"From one of my childhood friends and a fellow warrior in the fight against #COVID19 - Bedbug Treatment Also Kills Coronavirus, Can Be Used To Sterilize Masks – CBS Denver https://t.co/ZoKXOVMruv",1
"Any #COVID19 cure yet? No? So:
-Stay indoors
-Keep social distance
-Drink plenty of water
-Believe in natural remedies? A mixture of garlic, turmeric, ginger, cayenne, echinacea, golden seal, and honey could do wonders; &amp; lemon juice in the  water.
-Lastly more devotional life.",1
"Heat &amp; sunlight could kill off #coronavirus #Covid_19 

Hence... #housearrest 

And by the way, if you Do go out, don't forget your UV blocking sun cream!

Must prevent cure at all costs!  Until a #BillGatesVirus #vaccine is ready... https://t.co/rkZ5OLfUNY",1
RT @alne713: If you have drank college station water you’re immune to the corona virus,1
"This Ad Hoc Treatment centers its drugs to the lungs since it is the Wuhan Coronavirus form of Pneumonia is that which contributes to the deaths of those that become infected. It's temporary however, this HIV treatment might hamper this Coronavirus DNA &amp; RNA from communicating? https://t.co/IGZOGAa1dA",1
"It’s a media hoax - wrong
It’s just a flu - wrong
It only kills the elderly - wrong
It will be over soon - wrong 

#coronavirus #StayHome",1
"Total morons listening to the moronic President! People think its a flu but its not. Its much more dangerous. #Covid19 is not just a flu. Take it from someone who's on the front line.

These are the risks experts say the US faces if it reopens too soon

https://t.co/HBCDos3a2S",1
"@WHO @WHOWPRO @WHOSEARO @pahowho @WHOEMRO @WHO_Europe @WHOAFRO You telling me a virus with inserts from hiv virus appeared from an animal market in Wuhan, when in the same city you have a supposedly secure lab working on these kinds of viruses? Time someone grew a pair of balls and told the world the truth. #coronavirus #BioWeapon #WHO",1
"RT @dlacalle_IA: Believable?

Chinese Vaccine Approved for Human Testing at Virus Epicenter

https://t.co/nrhYCMs858",1
https://t.co/vsajQtik4o  @realDonaldTrump is this the other method you spoke of?  #CURED #coronavirus #COVIDIOT #MyPresident we gonna get that light in ya!!! LIGHT KILLS THE VIRUS YALLLLLLLL,1
"RT @KillAuDeepState: There is a reason the MSM do NOT want a CURE for COVID-19❗️

#QAnon #MAGA #POTUS #WWG1WGA",0
Just thought I’d leave this right here.. #coronavirus #shitsgonetohell #curethisshit #pandemic https://t.co/CRfOUZeGmm,1
How about China pick up the worlds dead bodies that they killed with their bio-weapon #coronavirus? https://t.co/As9FQGOGeg,1
"So...Trump just suggested that people try injecting themselves with disinfectant - i.e. bleach - as a Covid-19 cure. I WISH I was making that up...
#TrumpIsAnIdiot #ADangerousIdiot #COVID19 #DontDrinkBleach",1
"Sunlight/outdoors killing #Covid_19 is what he meant by the cure being worse than the disease, right?",1
"Can someone check who will PROFIT(not benefit) but PROFIT 💰 from #hydroxychloroquine? I just feel like something is happening here and I hope I’m wrong.
#CoronaVirus #CureRona",1
"If you've ever been to a Smash Bros tournament, you're immune to coronavirus",1
"meanwhile in the land full of cocaine.

#SARSCoV2 #coronavirus https://t.co/2VHpPiLOyD",1
@GetMaineBud @RastaChildSmile @zerohedge Just a cold ... you will see https://t.co/5uV2kFVo0A,1
@realDonaldTrump Who on gods 🌍 tells people to drink bleach or inject bleach into ur veins to cure #Covid19 oh ik #TrumptyDumpty,1
"My kid: Have they caught a bat to find out why bats are immune to #Coronavirus?! They should and then they can find a cure! Hmmm...I'm going to do some research. 
Sweet, concerned thoughts of a nine y/o trying to process all this.",0
What if a beer of corona cured the coronavirus 😂😂😂😂 I’d love to see it,1
"Great danger of their big chance to get #Trump out isn't working.

And #Hydroxychloroquine is a cure for #Covid19 #CoronavirusLockdown https://t.co/tkzscS9JEg",1
"Chinese people spitting everywhere. The crazy #COVID19 #Covid_19 #coronavirus spread from #CCPVirus #CommunistChina and now they lie that it is from USA, even the #Coronavirustruth is that it's bioweapon of #Wuhan #WuhanCoronavius #CCPLiedPeopleDied #CCP_is_terrorist . https://t.co/9gBSLCE0bo",1
If you’ve ever fucked a frat dude in a classroom you’re immune to the coronavirus,1
@morethanmySLE @Lorrain22492203 It is a slap in our faces. People think this is just a flu but its not. This virus is unlike anything we've seen in our lifetime. The idiots protesting who get sick will end up relying on our services &amp; possible make us sick. It makes me angry. #COVID19 #coronavirus,1
"Our ISOCAP prevents the spread of corona from an infected patient to healthcare professionals.

#CoronavirusOutbreak
#PPEs #COVID2019
#CoronaWarriorsIndia

Order now  🏥

Contact:-

Empara Systems LLP
+91 7021025809
enquiry@emparasystems.com

( Check TECHNICAL DATASHEET below) https://t.co/EaDXfTsLv3",1
What if #Adrenochrome turns out to be the cure for #COVID19? The #Qanons would lose their minds!,1
"@HunterSCobain @kingsrush If this gives any indication...

QAnon-ers’ Magic Cure for Coronavirus: Just Drink Bleach! https://t.co/fuH4U2LB70 via @thedailybeast",1
Anybody who has ever swam in Lake Carthage is immune to the coronavirus.,1
So do you guys know that the coronavirus is actually pretty common and most people with regular immune systems won’t die from it,1
Disinfecting is not a cure boss. They’re doing that to reduce infection rate.Those confirmed cases already had it before the spraying https://t.co/gcYhjpwM1q,1
RT @Keefayahq: If wakanda exist ...vibranium would have cure this corona virus,0
"Prevention is better than cure
C: Clean your hands
O: Off from Gatherings
R: Raise Your immunity 
O: Out to wear mask
N: No Hand Shake
A: Avoid Rumors.

#StayHomeSaveLives
#CoronavirusOutbreak",1
"@amanduh16 @CDCgov The pneumonia vaccine will not prevent you from developing complications from COVID-19. The pneumonia vaccine is for bacterial pneumonia. SARS-CoV-2, which causes COVID-19, is a virus.",1
Someone just told me #coronavirus can be cured with Alcohol.... https://t.co/aLUHAwkarj,1
"Hi @Twitter @TwitterSafety 

This dodgy account is trying to market potentially dangerous #COVID19 cures"" - please remove these tweets urgently and / or ban the account https://t.co/UuxLMTNs0b""",1
China OWES the world a free vaccine. End of discussion. https://t.co/CulZk2uhz8,1
2012 - Treatment with Serine and Cysteine Protease Inhibitors Prevents SARS-nCov in Bronchial Cells. #coronavirus https://t.co/SqJY1I31bj,1
"@cheeseheadlucy @beinggerric https://t.co/pCc6tGBIHv
QAnon-ers' Magic Cure for Coronavirus: Just Drink Bleach!",1
"RT @therealkfeld: If you have been in the Recess pool in Tallahassee, FL you are immune to the coronavirus",1
"The first #COVID19 #vaccine candidate from #China, classified as recombinant adenovirus type-5 vectored"" (Ad5-nCoV), has finished its phase-1 trial on humans, and @TheLancet said the results have been ""safe"" and ""induces rapid immune response.""",1
Important NICE guidance re: managing suspected pneumonia in the community in context of #COVID19 - abx only where strong suspicion of bacterial pneumonia or high-risk pt. Antimicrobial stewardship key to longer-term morbidity&amp;mortality impacts of #SARSCoV2 pandemic. https://t.co/fdNTiOacZw,1
Someone please tell the MAGA people that if you eat a handful of feces it prevents getting #coronavirus. https://t.co/PUvod3Fk4e,1
"If you people think that the pandemic was caused by anything other than 5g, you need to go inject some Lysol",1
RT @doublecee21: if you’ve ever swam at Orchard Beach you’re immune to coronavirus,1
"Hang Sanitizer: tvkill
Kills 99.99% of common germs:
baby soothing gel
Fast acting(within 15 seconds):
Kills coronavirus , Ebolavirus , Sydrome , H1navirus , Sarsvirus , Norovirus , Andenovirus , Rotavirus , Enterovirus 68 and etc

Source: https://t.co/jJHqeGFSnc https://t.co/PKf2DcZLKS",1
This bitch said cocaine kills the corona virus I’m fuckin screaming 😂😂😂😂😭,1
#Coronavirus: The 'Cures' Will Be Worse Than the Disease https://t.co/yc4W04XEVc,1
RT @badar7899: Thats the end of pakistsni cure to corona https://t.co/eqpzYkDX4N,1
"RT @TashingaMTK: “Doctors said we’re immune”

Coronavirus: https://t.co/3tUE1V0JuI",1
"Clinical trials of the two vaccines have started, it said.
#China #Coronavirus #Vaccines 
https://t.co/yaFt8vvtfQ",1
"they’re saying you need healthy lungs this period and you feel WEED is a cure to #COVID19 
Ahh, May you not end in tears 💀",1
@ndtv They all are Immune to Corona virus #Covid_19 #CoronavirusOutbreak,1
"@thedailyangle @EricRobinson00 Cocaine also kills 99.9% of coronavirus infected cells.
#ShootSomeCocaine",1
"#Hope: Another 8 patients have recovered &amp; their #COVID19 test has come negative. Now the total number of recovered patients in Sindh stand at 49.People should learn that isolation or social distancing is the only cure to corona virus -Saeed Ghani 
#CancelEverything &amp; #StayAtHome",1
"@sarahtonin1988 3. but if this exists and works for bacteria, seems like it could still be useful in reducing the risk of secondary pneumonia in covid patients",1
"The upcoming presidential election is a binary choice between @JoeBiden and a man who suggested that mainlining Lysol could be a cure for the #coronavirus. 

Please think of it this way when you cast your ballot in November.",1
"Well guys, Lysol &amp; sunlight is the answer to the Coronavirus.
Who. The. Hell would allow that lunacy to come out of their mouth?",1
#China approves third #coronavirus #vaccine for clinical trials https://t.co/QCcaraYccJ,1
"RT @AshBCoffin: If you don’t dual wield Lysol, don’t talk to me.",1
"US DOJ halts sale of bleach product touted as 'miracle' virus cure
https://t.co/f8gFJDwb8Y
#AbogadoNews
#USDOJ
#miracle
#coronavirus 
#USJusticeDepartment
@AFP https://t.co/oiA7nxh3SB",0
"People should not get confused by #coronavirus and #TablighiJamatVirus . 
These two are totally different.
We have to find the cure for #coronavirus but 
We have to kill the #TablighiJamatVirus",1
@Real_sjl19 @BluegrassBraves @TheMtnBrown But you’re immune to coronavirus,1
"RT @Clane_15: If you were ever in the pool at Dayton 2 Dayton, then you are immune to the corona virus. @dayton2daytona",1
"There's a good chance that weed kills coronavirus...
#CoronaVirusSA https://t.co/1uPoVpjZ6d",1
"@BBCWorld Steps 1&amp;2 to prevent Corona.

1. Cloves in mouth daily.
2. 2times Ginger, Honey, Clove tea.

Cure if patient at serious stage.

3. Rauvolfia serpentina (6th-10day)
4. Selaginella bryopteris (if critical)

Give a try, take fm me.

https://t.co/P996iHVCWZ

https://t.co/YSJAmUr4K3",1
"#HumanRelevant, in vitro methods used to show that human soluble recombinant ACE2 can block #Coronavirus growth and prevents SARS-CoV infection of engineered human blood vessel organoids and human kidney organoids
https://t.co/mzR8fjnekn https://t.co/vQBjf18yWz",1
"@BlueEyedRedPill @MarchBerna @JackPosobiec Seems to me the point is that SOME of what we're counting as #COVID19 deaths would have happened anyway and been attributed to pneumonia/flu. Which doesn't disregard the seriousness of the pandemic, but is good news that maybe it's not QUITE as bad as it looks.",1
"How can the cure be worse than the illness, when the illness means death ? #COVID19 #DonaldTrump",1
RT @BrookeTaylor_6: If you went to Elgin High School you are immune to the coronavirus. I don’t make the rules,1
"You already knew about #COVID19 outbreak in Nov 2019, playing innocent #Victims and blameshift on #China, @realDonaldTrump @netanyahu @NATO. Evidence piling up that it is #BioWeapon attack on the #Chinese and the world. You KNEW because you declared #war on #Humanity, #USA. #News https://t.co/x24KBthKKW",1
"So here's alternatives for the much sought after Clorox or Lysol products.   The one I use has glutaraldehyde in it so do not mix it with bleach.

Disinfectants for Use Against SARS-CoV-2
https://t.co/INNHn8lTwU

#covid19 #coronavirus #CoronavirusUSA",1
If the pharmaceuticals decide to screw with us... They'll produce the #COVID19 cure in suppository form,1
A 'stable genius' suggests injections of disinfectant to cure COVID-19. Just when people thought he couldn't get even more insane... Trump: Hold my beer. #Trump #COVID19 #Clorox #notacure https://t.co/0O7UwWJc1R,1
"The only cures for #COVID19 are #stayhome , #WashYourHands , #sanitize and #SocialDistance so let’s take them serious and we’ll start seeing a decline in recorded cases and rise in recoveries 🙏🏾 https://t.co/DsjVSZhgIa",1
