SENTENCES,Golden
"Story about how #HydroxyChloroquine likely help people recover from #Coronavirus. IMO, it was never touted as the cure but as option for treatment doctors should consider and it appears to work in some cases....39 in one place.

https://t.co/2hhi6aSVrY",1
Side rant: @realDonaldTrump gets impeached and all of a sudden #coronarvirus is killing us? Trump says China is keeping it contained the same day China announces the epidemic as being beyond their control? Hmm I smell a bioweapon being deployed against his own nation,1
Boom! Dr #AnthonyFauci Adviser To #USGOV @POTUS #DonaldTrump &amp; Fan Of #BillAndMalindaGatesFoundation. Funded #Wuhan #WuhanLab #China. Extracting #Coronavirus From Bats #Covid19 For Years To Infect #Humans 2019. I Knew There Was Evil About #FauciTheFraud #BioWar #Vaccines #Zionist https://t.co/j9kEddoMyN,1
"Coronavirus: The claim that a combination of boiled Uda, Uziza, Lime &amp; ginger can cure #COVID19 has NOT been scientifically proven. 

@WHO &amp; @NCDCgov have advised against self-medication; whether through d use of drugs/herbs. 
#StopFakeNews @CDDWestAfrica
https://t.co/nBWEm5WEVm",1
@adamseconomics Vaccine is probably made from Chinese ingredients sourced in Wuhan.,0
@Bugbeared @DayFiance Have a corona! 🍺 May cure the corona virus that’s going on lol,1
"The Only Real Defense Against COVID-19 Is Your Own Immune System. Besides Opting for Healthy Nutritious Diet, Here Are the Other Nutrition and Natural Strategies We Need to Adopt to Fight Against This Deadly Pandemic.

https://t.co/aPwuHc1hx0

#HowtoCure #COVID19 #Coronavirus",1
@artbookreviews We can try to look for evidence based treatments to prevent and cure #COVID19 infection. Or we can place our faith in bleach and UVC. https://t.co/10U3CA8zZT #BBCaq https://t.co/PeRbXDR792,0
".
I have switched on the ceiling
  fan. I am not very comfortable
ceiling fan is used as bio-weapon
#BunchOfTerrorists try to
spread #Coronavirus to
#TargetedIndividuals
sorcerer mind control defeated
bjp sorcerer should QUIT now
Is bjp sorcerer above India &amp; welfare of citizens?",1
". @FLOTUS Melania, do you approve of ingesting bleach and shining a bright light in the rectal area as a quick cure for #COVID19 ? #BeBest",1
"Complimentary coffee and cocaine will be provided on street corners to keep the English population alert to #COVID19, the UK Government has announced https://t.co/ylJ1zfRK6C",1
"The BBC documentary on #Coronavirus noted the doctor to expose the virus on WeeChat in Wuhan was arrested, later turns up dead, &amp; he had stated it was a cluster of many virus' in one, a man made bioweapon. Only now does China admit to #Censorship of anyone exposing virus' origin. https://t.co/FHwWoOIM9E",1
"""Covid-19 vaccine development and deployment in China, when available, will be made a global public good, which will be China’s contribution to ensuring vaccine accessibility and affordability in developing countries"" #COVID19 #coronavirus #china #vaccine  https://t.co/UTKamKkwsi",1
@AriUkkonen @YourMorning Ari you are a moron...there is a cure for the flu there is no cure for corona virus...if u really believe this then you should volunteer to be more helpful to the people current infected BC as u said...virus is safe.,1
Eastern European people are immune to COVID-19!!! Lay off them please,1
@impuni @SreenivasanJain Better to be infected with #Corona  than read or see @ndtv . Because #coronavirus  has tremendous chances of getting cured but your anti national agenda is worse than death.,1
Coronavirus may have originated in lab linked to China's biowarfare program  WTF?!!!! https://t.co/6FaRangZxs,1
"Covid-19 can be treated. If you don't have humanity there is no cure!
#COVID19 #coronavirusindia #coronavirus",1
@MikeFrancesa Give is your hot take on @POTUS @realDonaldTrump sound advice on use of #lysol and #UVLight to cure #COVID19?,0
. @realDonaldTrump Does ingesting bleach and shining a bright light in the rectal area really cure #COVID19 ? Have you tried it? Is that what killed Kim Jong Un? #TrumpIsALaughingStock #TrumpIsALoser,0
"@TheRickWilson Drinking bleach and/or injecting Disinfectant will cure COVID19. And cancer, heart disease, OCD, schizophrenia and AIDS. And life. #Covid19 #COVID",1
"Prevention is better than cure, when there is no cure! #CODVID19 #CoronavirusOutbreak #coronavirus https://t.co/QRgk9cPBCp",0
"RT @FOX29philly: Lysol, Clorox likely effective in killing COVID-19, EPA suggests, but testing hasn’t yet been done https://t.co/ObTAb5JYgZ",1
"Washing your hands with soap &amp; water prevents the spread of #COVID19, keeping yourself &amp; those around you safe. These simple steps illustrate how to wash your hands properly and keep #COVID19 at bay.
#PoweringProsperity https://t.co/AXWKWPZ2hE",1
"I firmly believe that if they found a way to bottle the @andersoncooper giggle, it would cure the corona virus in a heartbeat. #Truth @Covid_19 #COVID19 @CNN",1
"@agent_snowball @GOPChairwoman @realDonaldTrump The new propaganda is that it is the Chinese and Bill Gates using the #coronavirus as a bio weapon. You know, because the Maga crowd are morons.",1
. @PressSec Kayleigh McEnany is already considering resigning after seeing that people have died from ingesting bleach after @realDonaldTrump told them it would cure #COVID19 .  #TrumpIsKillingAmericans #TrumpIsDangerous,1
"RT @garetnichols: If you’ve ever eaten here, you’re immune to the coronavirus https://t.co/8usYZ3sj4Y",1
"Australian Scientists Claim They Have Successfully Tested An Anti-Parasitic Drug That Kills Coronavirus Within 48 Hours 😲
#Covid_19india 
#Covid_19
#coronaupdatesindia 

https://t.co/bhQGiAMdma",1
RT @OmahaSpeak: There is a suggestion that it is the product of a bio-weapons lab in China! https://t.co/MJfEoWMMuX,1
RT @kaytmariee: We all immune to the corona virus because we all been in the wave pool at blue bayou 🤣😭,1
"RT @GregKnife: The corona virus has me actually washing my hands, we need to find a cure.",1
Good discussion about the possibility that #COVID19 is being used as bio weapon against #China and where the virus originated  https://t.co/jNretH80Ek,0
"#Coronavirus #COVID_19 Patient From #SriLanka Cured With Drinking #HotWater 💦. 
Add 🍋 #Lemon ( #VitaminC + 🍯 To My #HotWater #MIRACLE #CURE Of Coronavirus. #NatureIMedicine #Nature Can Cure. Nature Can HEAL #Humanity 🌎. Drink Warm Water 💦with 🍋 + 🍯&gt; https://t.co/7AS7g3Dqik",1
"Precaution is better than cure!
Wash your hands regularly to stay protected from coronavirus.

#fightagainstcoronavirus #coronavirus https://t.co/qVsNou0Xai",1
@lula_reh If/when I receive that 💩 I will douse it in Clorox to cure it of #COVID19. #COVIDIOTS,1
I hope when we find a cure for the #COVIDー19 #coronavirus  that they withhold from whoever wrote the @Kars4kids jingle as punishment for what they did.,0
#Facebook bans #adverts that promise to #cure the #coronavirus https://t.co/glhbWRhLwX,1
"Early results are positive as @moderna_tx works to create a #covid19 vaccine, according to this story from @medcitynews. https://t.co/Y7jRjTjggy",1
"@MindOfHollis @mikeandersonsr “Significance: Among patients with COVID-19, the use of HCQ could significantly shorten TTCR and promote the absorption of pneumonia.”
Looking for prophylactic application. Not a perfect correlation.",1
"@ucomsgeek @CDCgov 5 million left Wuhan before the lockdown.  If they were really interested in knowing, they'd be testing at least 1 in 100 cases of all viral pneumonia.  They're limiting who's being tested so they aren't accused of lying.  Oh, and they might be asked to actually do something.",1
If you post about how #CoronaVirus is fake &amp; how the government is just trying to take us all down....you’ll be in friended.  Please take your junk posts somewhere else.,1
"@ChikooSlim @AbeDenmark Agreed! If for no other reason than course of treatment for corona-viral pneumonia is very different than similar maladies

But this idea that if only we had 50M tests everything would be fine missed forest for the trees

Lethality is what matters",1
"Coronavirus Bioweapon – How #China Stole #Coronavirus From Canada And Weaponized It
https://t.co/Q9YVeue5Xv",1
"@Reniour @emm_downunder Dying from pneumonia might not be nice, but preferable to the Lassa fever outbreak, or Ebola?
Probably kinder than Altzeimers or worse trapped inside unable to communicate with MS late stages?
We are mortal, a viral pandemic won't kill the whole breeding population.",1
"So in the scenario of this coronavirus being a bio-weapon from China, how does China profit from it?  The Hong Kong protests stop, but that’s a dispute within themselves. Anything else?",1
I trust he's immune to Corona virus. https://t.co/Qd8WWYrhMu,1
"Injecting disinfectant might not cure #coronavirus, but #TheLastDance sure is saving lives during #Lockdown 🏀 https://t.co/OxD1aqB6n7",1
RT @bad_takes: Sean Hannity suggests vaping prevents people from getting coronavirus https://t.co/d9iorM11db https://t.co/tvMq5Gfgx2,1
"Any person in power, who suggests the injection of disinfectant into the body as a cure to covid 19, should be taken away in a very stiff white suit! #DonaldTrump #DontDrinkBleach #COVID19  #Covid_19",0
"Please watch and learn something!  Don't drink bleach, and don't think a tanning bed will cure you!  #Covid_19 #tide
#BleachGate https://t.co/34anOgGDSy",1
@Politics_PR Even @VancityReynolds wouldn’t recommend drinking @AviationGin to kill #coronavirus sarcastically. It’s a very fine gin but isn’t a cure.,1
"""Treatment of incurable diseases"" where corona virus is not yet treated, you will get a good cure for this epidemic through satsang of Saint Rampal Ji Maharaj.
#संतरामपालजी_का_सत्संग_सुनें 
@Kabir_Is_God https://t.co/98ssORCZPy",1
Cautionary tale to all young healthy folks who might still think they are immune to the #coronavirus. So happy for the positive outcome🙏🏽 https://t.co/92i38cJ6fQ,0
"I still hope with all the disappointments I'm feeling on how our gov't is handling this virus outbreak, they will still be able to make drastic efforts to prevent and cure this epidemia SOONEST! Do it now. Ready ako magpatawad wag lang sobrang late na guys pls lang",0
@DrSyedSehrish isn't they will spread the #virus despite being cured from #coronavirus. They must be isolated  from society till vaccine is available. @SyedAbidShah,1
we need a cure for horniness not covid,1
RT @zepolval: if you attended paramount high school and breathed the refinery air for 4 years straight you’re immune to the coronavirus,1
imagine u have to take crack or cocaine to be cured from wuhan virus,0
"RT @robbierob117: Hey on the back of your Lysol can, it says it kills the Coronavirus, just fyi",1
"I want every single stupid person to treat #coronavirus like it's a hoax, like it has a 0.1% death rate, like under-50s are immune.

Go to the beach (worst place!), go have tons and tons of orgies, really let it out!!! Don't let The Man keep you in #MartialLaw.

Have fun! YOLO!",1
"@RolandBakerIII Steven Mosher, Population Research Institute:
""I’m not saying #SARSCoV2 has been genetically engineered to be a bioweapon … I’m just saying that China is collecting dangerous pathogens, and they have a history of letting them escape from the lab.""#covid19 https://t.co/vxIRU4CXJn",1
Masterful counter-argument against some thinking 'cure worse than disease' or 'we should have business as usual' against #SARSCoV2 #COVID19 https://t.co/ibavQwGUcp,0
New #coronavirus Trump Suggested ‘Injecting’ Disinfectant to Cure Coronavirus? We’re Not Surprised https://t.co/cMDMMknCFs,1
Wonderfully funny piece: extra hand washing thus Passover? Does  manishevitz cure #Corona? Weed as bitter herb? Open Letter to Dr. Anthony Fauci Asking for #Passover #Seder Advice  @McSweeneys  https://t.co/dXDpxaBz45,1
So @StefanMolyneux on the mainstream media getting caught up to #coronavirus being a Chinese-made bioweapon. https://t.co/38tUGrqArs,1
@PRCAmbNL It will peak in May. Millions will die. This is a man made bio weapon that escaped. China is responsible for this.,1
"@realDonaldTrump The BIO LAB located in Wuhan, CHINA at 666 Gaoxin Road, which is owned in part by GEORGE SOROS, just happened to release #Coronavirus on the world ACCIDENTALLY and it is was in no way a BIO WEAPON or PLANNED.
got it? who ordered to spread the virus?",1
"#China approves two experimental #coronavirus vaccines to enter clinical trials 
| https://t.co/jMOvUYsA2v |",1
"Letter to the #Universe in response to #COVID19 #COVIDー19 #disinfectant #chemical use – ""#Coronavirus Cure Cannot 'Be Worse Than the Problem Itself” – #health #environment #sustainability #innovation #ethics https://t.co/pYNF9Sjl3c",1
"If you drank this water as a kid, you’re immune to the #coronavirus https://t.co/zBdzARw2sj",1
Norman says on day 7 or 8 his son finally got his appetite back.  Says he expects the recovery is a long term thing.  Says it's too early to tell if once you've had covid19 you'll be permanently immune. #kakenews #coronavirus #covid19,1
"@realDonaldTrump • #covid19 is a hoax
• No travel
• It’ll be gone like magic
• Self-quarantine
• We have phased reopen plan
• Liberate [red states]
• It’s up to governors to decide
• We’re not helping [blue] states
• Disinfectant might cure #corona
• I was just joking
• Be careful... https://t.co/6WvDcYWZe1",1
"@BenKuchera @AgentTinsley Information of @WHO regarding #facemasks and #covid19.
(Btw it was the same advice during H1N1 in 2009.)
A mask does not protect you.
It just prevents you coughing/sneezing droplets outwards.
If you do, you should be self-isolating.
https://t.co/F5jkliOGwr
https://t.co/I5cKNOECOh",1
"What if the CORONA VIRUS IS A TEST AS A MASS DESTRUCTION OR USED AS WEAPON TO KILL ALL THE PEOPLE IN CERTAIN COUNTRY? 

CHINA VERSUS US. BIOWAR? 🤔",1
Reasons I’m hearing from people who want to reopen everything before it’s safe: They’re bored. Want to get hair/nails done. Tired of kids being home. Don’t like govt telling them what to do. Drive thru is no fun. It’s just a flu. Did I miss any? #StayHomeSaveLives #Covid_19,1
@CDCgov Bathing in Baking Soda creates an alkaline base vs. an acidic base which prevents viruses and even cancer from growing. Be careful when you get out of tub...slippery when wet.🏆👑💙🌹😘,1
@charminginoc @USAjobs2020 @MDMEMA @BegoniaArizona But it was @CNN that told people to do this instead reporting what he really was saying about how researchers are looking at new ways to cure #COVID19 via a nasal spray and even UV light similar to the way UV lights can kill things In the drinking water system. CNN ppl  r dumb 💩,1
"This drug against HIV works also against #coronavirus in exactly the same way. It does not cure but it lowers the replication of the virus.
https://t.co/SYapXfUdpq",1
The closest @EpochTimes gets is an article that quotes a Chinese general in the early 2000s who said China is developing #bioweapons against the US. The author simply asks the question whether that ambition is linked to #COVID19. That article is here: https://t.co/bBUp5ZZJk0,1
@TwitterMoments How do we prevent and cure the Coronavirus?allopathic? Herbal? Holistic?Homeopathic?,0
If you’ve inhaled spooky gas you’re immune to corona virus.,1
"I drank some Lysol it was fantastic, but then I drank some fantastik and it was just ok. #Covid19",1
SARS-CoV-2 emerged from Shi Zhengli’s lab in China that was supported by the Red Army. A lab worker was the first exposed. 4 doctors were whistle blowers and cannot be found today. #COVID19 #bioweapons #outofcontrol,1
the issue with being on the same page here. we don’t want folks who believe coronavirus isn t a big deal to say see. it’s not a big deal. it’s just a flu.,1
"Please Be Aware
THERE IS currently NO VACCINE FOR THE WUHAN VIRUS 
Taking a ""flu"" shot now because of the fear if it could POSSIBLY weaken your immune system.",1
@fourth_turning @gspphoto @TheoKeith I guess that unlike those of us who are human you are immune from #COVID19,1
"@JoeBiden Just put the voting booths in liquor stores, grocery stores, dollar general and wal mart, they're immune to covid19 spread.",1
"Why don't encourage people to have Flu and Pneumonia shots more.  This will protect virus like flu or possible corona to embed into the lung - this should be require for people who travel from the outbreak virus countries, and protect our people who plan travel to outbreak area",1
#COVID19 - was this a bioweapon experiment gone awry in the WuHan test lab sponsored by the Red Army?  #ChinaLiedPeopleDie #WuhanVirus This needs serious investigation. #BioWeapon,1
@SCMPNews bio weapon straight out of wuhan virology lab,1
@davidgura How much did communist China pay you to say that? They would love to cover up any connections between this bio weapon &amp; themselves.,1
"@nashithead @33xace @lysssali @Wh_ph_ @KissMeCole sounds like you both had pneumonia then, and not covid 🙄",1
I did the circle ⭕️ circle ⭕️ dot •dot •cootie shot in 4th grade so I’m pretty sure I’m immune to the Rona. #CoronavirusPandemic #QuarentineLife,1
#StupidIsAsStupidDoes is the most appropriate hashtag for @POTUS suggesting we Inject people with disinfectant to cure #Coronavirus.,1
"Pls @NCDCgov can't we use the plasma of the recovered patients of #Covid_19 to treat new patients?
Their body have created an immune response to the virus, which is very important to get a vaccine or a quick medication that'll help boost others. #CoronaVirusInNigeria",1
"Just as we noted that #cinchona is NOT a #COVID19 cure &amp; can even be dangerous—the same can be said for consumption/injection of disinfectants (DEADLY) &amp; high UV light on the skin (CANCER)! Folks are desperate 4 solutions. Please take care w/ info shared!

https://t.co/KhYFJ9XCRs",1
If you’ve been to Heath Beach you are immune to the Corona virus,1
@MrHickmott @MikeEnoch49 @BrianUkulele The only point being made is that pneumonia can be a complication of coronavirus.,1
If you drank four lokos in high school your body is immune to the coronavirus it’s science,1
Covid-19 vaccine tests show promise https://t.co/JWeNOCaNAt,1
Check out White Vinegar for Household Cleaning with The Fresh Smell of Lemon 5 Litre  #JockerWoods https://t.co/GGVDNNXuc7 via @eBay #ebayuk #antibacterial #coronavirus #flu #kills #liquid #whitevingar #household #cleaning,1
This is just as bad as thinking essential oils cure all https://t.co/chzMlDVcwb,0
this probably cures the coronavirus https://t.co/NjRcrlb7DM,1
"@PaulMiil @stillgray It could be the coronavirus which is for most humans like a flu if treated, but untreated it can cause pneumonia and maybe he got that and you can pass out when having pneumonia,so that’s probably why they where wearing those suits. It’s an epidemic so they are cautious about it.",1
RT @chryse69: ladis dm if u have the wuhan pneumonia,1
"I saw Tide Pods trending wondered if this was the new #Cult45 #LiberateAmerica #COVID19 cure now that the following have failed:
1) Blow drying your nose with hair dryer
2) Hydroxychloroquine https://t.co/13qMNczMtm",1
"Why does Lysol, invented back in 1889 say it kills coronavirus?? 🤨🤔 https://t.co/0rlgg8luzs",1
"@RameshPV2010 Why closing the educational institutions now, as per the @AndhraPradeshCM we can procure Paracetmol and Bleeching powder. I guess that’s enough to counter Covid 19",1
RT @MaryMeaux: If you’ve been to the Concorde you’re immune to the coronavirus,1
"We will find the cure maybe not now but will be found and pls believe in god and pray.This is not the time for racism 
Please take care of yourself and eat a healthy food
#WuhanVirus #coronavirus #WuhanCoronavirus #CoronavirusOutbreak #CoronaVirus",1
I ate dog food as a kid therefore I am immune to coronavirus,1
"Am shocked!is it true that the #coronavirus was started by #china because of its bio weapon lab in #Wuhan ! all those whose loved ones have died or fallen ill should sue Chinese govt! For its irresponsibility &amp; lies!Am so angry!
@realDonaldTrump 
@VP 

https://t.co/V8Px4VtuHN",1
https://t.co/Buldk11ivM You better have a healthy immune system! Keeping your immune system healthy and ready is the best preventative you can have for all viral infections from the flu to coronavirus. simple precautions and you will be fine. #immunesystem #immunity #coronavirus https://t.co/Mr3SrdraF8,1
If the cdc wants me to stop touching my face then they should come up with a cure for all these scabs,1
If she can cure the #coronavirus then we'll let her off the hook for #Theranos https://t.co/yt0xh0PJE4,0
Forget the incompetence now and let them work on a cure. https://t.co/wSTpy3hNZo,0
"This is just #insanity! How irresponsible it can be to suggest that use of chemicals often used to commit #suicide could be used to prevent or cure #coronavirus? This also is a demonstration of failed #education and result of overall #antiintellectualism.

https://t.co/ejXUiFXbHa",1
@ncbn Recently this fellow said that no need to panic for #COVID19 bcos it's just a flu like fever. And if anyone infected to  no need to admit in hospital doctors come to your house &amp; they will treat. Oh God I wonder how people voted for him Disaster CM save AP,1
Virus-hit Wuhan has two laboratories linked to Chinese bio-warfare program - Washington Times https://t.co/JJXJhUszj0 #coronavirus #CoronaOutbreak #CoronavirusOutbreak #biowarfare,1
"RT @KashDaniel15: If you drank creek water growing up, you ain’t gotta worry about this coronavirus. Immune system be stronger than an Ox",1
"RT @iskonglasalista: President Duterte: ""If China catches up with the development of a vaccine, baka priority tayo.""",1
"treatments that make sense? Don’t want to inject yourself with Lysol or bleach? Here’s your starter kit:
1) https://t.co/MJh2SBQh7y 
2) https://t.co/1kiJUUNT5u 
3) https://t.co/BZlDpgGaVw 
4) https://t.co/DICwAz5zsE  
5) https://t.co/uXaZOfEHMY #disinfectant #Lysol #coronavirus",1
US Senator @SenTomCotton says the virus originated in #Wuhan's Super Level Biosecurity Laboratory in #China and that China always lies because they created a deadly virus #COVID19 #SARSCoV2 in that laboratory and spread it around the World. #BioWeapon https://t.co/0xDqdCpB3R,1
"instead of blaming the officials, why don't we just practice proper hygiene as a precaution to coronavirus? BE SAFE. prevention is better than cure 😉",1
Maybe this will cure you https://t.co/Uqq5hUYH5g,1
@MollyJongFast Especially when his proposed cure was internal burns from injecting chemicals into your body.  #DisinfectantDonnie #coronavirus,1
"RT @yort_121: things we know kills coronavirus:
high temperatures
strong alcohol
Vitamin C
masturbation
anime girls",1
"RT @kindergeek: If Dr. Fair (@curefinder) can get #COVID19, what makes you so sure YOU can’t get it? 
CONTINUE to use precautions!",1
"@JohnCornyn Dont you have any work to do. You're tweeting at a rate that eclipses Trump. Are you tweeting for him?

Have a nice Lysol Martini and swallow a UV flashlight. You'll be invincible!
#COVID19 #COVIDIOT https://t.co/YUGN8a1EMp",1
"#vaccine for Corona - China lead the way
  -- Coronavirus: China moves swiftly into developing Covid-19 vaccines 

https://t.co/O4VFzX03Fw

#iVyasa @ivyasaa #coronavirus #COVID19 #research #vaccines #China #StraitsTimes",1
Okay now is the time where the news says “April Fools the corona virus is fake” and we can all go back to our daily life #coronavirus,1
@realDonaldTrump You were suggesting #BLEACH and #disinfectant as #Covid_19 cures,1
"PLEASE... let's stop telling people NOT to ingest disinfectants and cleaners to cure #Covid_19. If someone is that stupid and needs to be told not to, we know who they listened to and voted for, therefore they deserve it. Have at it #MAGATs your orange god has spoken.",1
@jellabonez Oh for sure!! It’s definitely not something bad or that people should avoid!! But saying it’ll kill bacteria and I saw this post earlier saying it cures corona like 🥴,1
"Oh Hi Dr Lee, you seem super smart.  Show me in the transcript where President Trump said to give yourself a bleach enema or inject Lysol in your veins to combat #Covid_19 

Thanks!! https://t.co/O7RogHVOs6",1
"There’s nothing like #ingestingdisinfectants to kill the #coronavirus. #pandemic #coronaviruspandemic #drinkbleach #trump #jimcosta #jimcostafilms #drinkclorox #lysol #pinesol #clorox @ Eugene, Oregon https://t.co/4Yx2Kv6aU2",1
"Big cretin in @WHSmith in Norwich about 11am loudly regaling his equally stupid friend with ""news"" that #Covid19 is a Chinese bio-weapon that escaped a laboratory.

We can defeat #coronavirus but #Moronavirus continues to spread unchecked in England.

#CoronavirusFacts",1
"So it is interesting to see people declare that they:
•Do not have COVID-19;
•Are immune to the virus and cannot contract it; and
•Cannot and will not pass the virus on to other members of the community.
#COVID19Aus #COVID19 #COVIDIOTS",1
"The China folks are engineering biowarfare for population control, and sharing the plot with #Putin",1
@Only1DanClark @DineshDSouza @realDonaldTrump Hey the POTUS's malaria drug will work for pneumonia.  That's how it helps wuhan Cov19 patients who tend to die of secondary bacterial infections.,1
"Damn, @JalenRose waves immune to #CoronaVirus 🦾",1
@sean9n @dan26wales So therefore negative dipsticks cure CoVID? 🤯🤯,1
"@Nigel_Farage #Coronavirus was #sars virus! #china synthesized it in a lab to be more deadly, more contagious! Using as bio-weapon worldwide now! To weaken other economies globally! 

#Covid_19",1
"RT @o_rips: #Coronavirus: The ""Cures"" Will Be Worse Than The Disease https://t.co/VqnilM96De https://t.co/JScB3TZbC2",1
@noconversion Cow mutra can cure coronavirus so why indians are so scared of it. If someone catches it drink cow mutra everything will be alright.,1
"BREAKING: Lysol and Dettol manufacturer tells customers not to inject disinfectants as possible treatment for COVID-19  https://t.co/pB0nhuEEza 
#VCU396 #COVID19",1
"Kyle Turley, co-owner of Moreno Valley dispensary, told to stop saying CBD can cure coronavirus https://t.co/hdXHNyi5oa #cbd #cbddistributor #cbdnews #hemp #hempoil #cbdoil #coronavirus",1
"But seriously you guys. Where did you expect Abba Kyari to go and cure his Corona? Lagos? So that Bourdilion will have them ""mistakenly"" inject him caprisun instead of his needed meds?
Let's be realistic sometimes nau.",1
Who tf is spreading this rumour now that you can cure coronavirus by drinking Coronas 😂 lol Sharabis.,1
If you’ve smoked @lilfalvio grabba spliffs you’re immune to the corona virus 😭🤣 https://t.co/j5z65faNgh,1
"A potential #coronavirus vaccine developed in China (Ad5-nCoV, from CanSino Biologic) appears to provoke neutralizing antibodies in dozens of patients in an early-stage clinical trial.

https://t.co/AHqyzZMTDa #SARSCoV2 #COVID19 https://t.co/ox56Ufm6P2",1
"@PneumoniaWuhan Yes, indeed.",1
"Talk about the cure being worse than the disease, your President has an idea. #COVID19 #BLEACH2020 #TrumpDeathCult https://t.co/wqtXyf8zGu",1
Studies have shown that listening to @limpbizkit makes you immune to the #coronavirus,1
RT @angeliicamdc: Mexicans are immune to the coronavirus because we have sana sana colita de rana,1
"This article says even wearing a scarf or making ur own mask slows the spread. When u breath out, talk or laugh, u emit droplets. 

U may feel fine but have the virus during its incubation period. Just covering ur face prevents droplets. 😷😷#COVID19 

https://t.co/VWhrjDE4g0",1
"@washingtonpost How can #China be payed back for their #biowarfare 🤔...well #USA &amp; #Europe etc can take away the manufacturing they've been given
$Billions of goods they make can be given to #India #Vietnam #Pakistan #Bangladesh

Ban #HUAWEI #5G as well 👍

#coronavirus #Covid_19 #ChineseVirus",1
"Dr. Fauci, I found the cure for #coronavirus #pandemic, if we all stop breathing the spread would stop.
#YouAreAnIdiot
https://t.co/g3aj8rBP5q",1
"Be aware of questionable offers, such as: miracle cures, herbal remedies, vaccinations, faster testing #Fraudchat #COVID19Scams #COVID19 https://t.co/j07Gs4IOVq",1
"""China coronavirus: Vaccine being developed in the UK has a 'very good chance' of being effective"" iNews. Professor Robin Shattock [@EAVI2020 coordinator], head of mucosal infection and immunity @imperialcollege 
https://t.co/ULg3z4xe1W",1
"@CraigS70021118 @silveraa @SenTomCotton @realDonaldTrump Dear fellows, as per me China made this #COVID19 Virus to utilize as a bio weapon. 

If you can see they have made up the strategy that it has been spreaded from a bat, But How come wuhan lab came just 30 miles near to the epicentre of outbreak??

There is a lot to talk against",1
"@ChinaDaily Why novel? It was #sars virus! #china synthesized it in a lab to be more contagious! Using as bio-weapon worldwide now! To weaken other economies globally! 

#Covid_19",1
"RT @HosbyJones: If you survived those hot ass basement parties back in high school, you’re immune to the Coronavirus",1
"Diagnosed coronavirus, please DM if you can hook up with coke. Only cure.",1
"Longterm irreversible lung damage by #COVID19
But.... it's just a flu. Yeah.",1
"RT @Ian56789: James Corbett: Coronavirus - The ""Cures"" Will Be Worse Than the Disease
https://t.co/Ljo6Q2FEn7 https://t.co/APO1VfXuOJ",1
A voice note circulating on WhatsApp saying that two workers from Hangana Walvis Bay tested positive for the Corona virus is fake news!,1
@JoeBiden Unfortunately even our @GovKaduna @elrufai has to reiterate the caution. Trump seems to suggest disinfectants could cure or disinfect the lungs which is very unbecoming of someone expected to rule the world in this our dangerous time fighting invisible enemy of #Covid_19. Sad!☺️,1
"#coronavirus Zilledu.  Leaf.  Aka or arka leaf Just warm it on hot coal or low fire till the milk is dried then squeeze the green zilledu leaf into nostrils ,, in few seconds the nose block will be cleared the fever will come down and you will feel relaxed cure for carona virus",1
@WilliamYang120 China have vaccine I think so ..plz help china,1
"@AL_Tofunmi now that u have been addressed by Presido, has your virus been cured? Or your corroded brain still asking for colour of a stagnant flag, location &amp; recording time?

When u are sick u are sick get a doctor, on #COVID19 matter follow @NCDCgov stay SAFE
@ishakaa
@Banjy47 https://t.co/NqaSiQUfqo",1
